sample_id,image_path,mask_path,domain,split,base_image_id,base_group_id,source_specimen_group,view,primary_class,visible_multilabel,severity,global_seed,sample_seed,generator_version,config_sha256,base_sha256,image_sha256,mask_sha256,width,height,defect_pixels,mask_area_ratio_image,roi_inside_ratio,pre_transform_mean_abs_delta,bbox_x,bbox_y,bbox_w,bbox_h,training_use,evaluation_eligible,qc_status,human_verified,parameters_json
syn-v1-normal_proxy-0010,synthetic/v1/images/normal_proxy/syn-v1-normal_proxy-0010.jpg,synthetic/v1/masks/normal_proxy/syn-v1-normal_proxy-0010.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809208,1322930850,1.1.0,8b2f54d280edcdcf51b05acce605bc5cba56bcf2e9d09ba6f3bef47f0bfaac21,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,553a2b47d4937d4df0fbb86ce88d5be22510b60019f12636f648519fe14409dd,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":1322930850,""geometry"":{""rotation_deg"":0.539579,""scale"":0.934135,""translate_x"":4.750706,""translate_y"":8.261043},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.10738,""brightness"":1.034665,""channel_gain_b"":0.961757,""channel_gain_g"":1.000222,""channel_gain_r"":0.987514,""contrast"":0.921837,""noise_sigma"":2.440949,""saturation"":1.019619},""recipe"":[],""severity"":""none""}"
syn-v1-normal_proxy-0011,synthetic/v1/images/normal_proxy/syn-v1-normal_proxy-0011.jpg,synthetic/v1/masks/normal_proxy/syn-v1-normal_proxy-0011.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809208,1069324996,1.1.0,8b2f54d280edcdcf51b05acce605bc5cba56bcf2e9d09ba6f3bef47f0bfaac21,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,ed2f9ada4121363373d6cdb4d8fc284cb8ce2c154c813d5d4bdc304a36b00ad5,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":1069324996,""geometry"":{""rotation_deg"":-3.11752,""scale"":1.077031,""translate_x"":-7.175854,""translate_y"":11.424038},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.714275,""brightness"":0.9889,""channel_gain_b"":1.038394,""channel_gain_g"":1.031301,""channel_gain_r"":1.031512,""contrast"":0.950077,""noise_sigma"":1.452742,""saturation"":0.996505},""recipe"":[],""severity"":""none""}"
syn-v1-normal_proxy-0012,synthetic/v1/images/normal_proxy/syn-v1-normal_proxy-0012.jpg,synthetic/v1/masks/normal_proxy/syn-v1-normal_proxy-0012.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809208,507010611,1.1.0,8b2f54d280edcdcf51b05acce605bc5cba56bcf2e9d09ba6f3bef47f0bfaac21,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,3ef7c895e91d2592052d9d22664537195b4890d008e02baaa231b2e037b58998,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":507010611,""geometry"":{""rotation_deg"":-4.601644,""scale"":1.019623,""translate_x"":-3.527359,""translate_y"":1.978053},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.016551,""brightness"":1.052693,""channel_gain_b"":0.960952,""channel_gain_g"":1.010705,""channel_gain_r"":1.031511,""contrast"":1.091881,""noise_sigma"":2.904334,""saturation"":1.023912},""recipe"":[],""severity"":""none""}"
syn-v1-normal_proxy-0013,synthetic/v1/images/normal_proxy/syn-v1-normal_proxy-0013.jpg,synthetic/v1/masks/normal_proxy/syn-v1-normal_proxy-0013.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809208,476104852,1.1.0,8b2f54d280edcdcf51b05acce605bc5cba56bcf2e9d09ba6f3bef47f0bfaac21,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,b4752d67363be6a77eddabf224955a6337ad9678ef2a6c94a9c33561f89b31ca,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":476104852,""geometry"":{""rotation_deg"":-7.093133,""scale"":1.069477,""translate_x"":-5.578406,""translate_y"":-5.446176},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.020867,""brightness"":1.043539,""channel_gain_b"":0.986323,""channel_gain_g"":0.964461,""channel_gain_r"":1.006746,""contrast"":1.003997,""noise_sigma"":1.087827,""saturation"":1.011635},""recipe"":[],""severity"":""none""}"
syn-v1-normal_proxy-0014,synthetic/v1/images/normal_proxy/syn-v1-normal_proxy-0014.jpg,synthetic/v1/masks/normal_proxy/syn-v1-normal_proxy-0014.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809208,640976913,1.1.0,8b2f54d280edcdcf51b05acce605bc5cba56bcf2e9d09ba6f3bef47f0bfaac21,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,b6cbf163dad4b8ea970516fbcdda0309b0f0b8a4d8895df8062b5a94a5cbd2fa,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":640976913,""geometry"":{""rotation_deg"":-6.64712,""scale"":0.963628,""translate_x"":9.873627,""translate_y"":11.754257},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.694597,""brightness"":0.977261,""channel_gain_b"":0.96977,""channel_gain_g"":1.003642,""channel_gain_r"":1.005962,""contrast"":1.074449,""noise_sigma"":0.898708,""saturation"":1.017474},""recipe"":[],""severity"":""none""}"
syn-v1-normal_proxy-0015,synthetic/v1/images/normal_proxy/syn-v1-normal_proxy-0015.jpg,synthetic/v1/masks/normal_proxy/syn-v1-normal_proxy-0015.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809208,2129120413,1.1.0,8b2f54d280edcdcf51b05acce605bc5cba56bcf2e9d09ba6f3bef47f0bfaac21,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,e8883ad242aea804637e57af51827ffd0e0b17838c0aea20c1cbc046c6a0f110,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":2129120413,""geometry"":{""rotation_deg"":0.786641,""scale"":0.953864,""translate_x"":-7.25128,""translate_y"":9.802059},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.88562,""brightness"":0.960323,""channel_gain_b"":0.982965,""channel_gain_g"":1.010247,""channel_gain_r"":1.024444,""contrast"":0.945678,""noise_sigma"":2.101698,""saturation"":0.957745},""recipe"":[],""severity"":""none""}"
syn-v1-normal_proxy-0016,synthetic/v1/images/normal_proxy/syn-v1-normal_proxy-0016.jpg,synthetic/v1/masks/normal_proxy/syn-v1-normal_proxy-0016.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809208,1409816832,1.1.0,8b2f54d280edcdcf51b05acce605bc5cba56bcf2e9d09ba6f3bef47f0bfaac21,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,cdaa9851948c98df42700f6d98a07cdbee6f5b113b1e12dee37f6daea20a4980,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":1409816832,""geometry"":{""rotation_deg"":-1.8869,""scale"":0.986053,""translate_x"":10.123441,""translate_y"":-2.981075},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.346106,""brightness"":0.941408,""channel_gain_b"":1.007612,""channel_gain_g"":0.964956,""channel_gain_r"":0.967791,""contrast"":1.052105,""noise_sigma"":1.059301,""saturation"":1.068617},""recipe"":[],""severity"":""none""}"
syn-v1-normal_proxy-0017,synthetic/v1/images/normal_proxy/syn-v1-normal_proxy-0017.jpg,synthetic/v1/masks/normal_proxy/syn-v1-normal_proxy-0017.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809208,302497149,1.1.0,8b2f54d280edcdcf51b05acce605bc5cba56bcf2e9d09ba6f3bef47f0bfaac21,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,25e83f5b662b1744dd3cd125ebec21973f905acee690fc69430d3792a055c3f9,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":302497149,""geometry"":{""rotation_deg"":-7.005102,""scale"":1.057526,""translate_x"":-9.033456,""translate_y"":-2.018538},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.143559,""brightness"":1.027052,""channel_gain_b"":0.990564,""channel_gain_g"":0.973803,""channel_gain_r"":0.997296,""contrast"":1.079707,""noise_sigma"":0.694938,""saturation"":1.056302},""recipe"":[],""severity"":""none""}"
syn-v1-normal_proxy-0018,synthetic/v1/images/normal_proxy/syn-v1-normal_proxy-0018.jpg,synthetic/v1/masks/normal_proxy/syn-v1-normal_proxy-0018.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809208,758391494,1.1.0,8b2f54d280edcdcf51b05acce605bc5cba56bcf2e9d09ba6f3bef47f0bfaac21,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,805d3d055c97126e04327b76cc4e8ccecadd59e6c9c446c65421cdda9d92691c,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":758391494,""geometry"":{""rotation_deg"":4.36174,""scale"":1.073196,""translate_x"":2.914242,""translate_y"":-5.550057},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.761615,""brightness"":0.992038,""channel_gain_b"":0.991325,""channel_gain_g"":0.981629,""channel_gain_r"":1.005365,""contrast"":1.041206,""noise_sigma"":2.274082,""saturation"":0.953723},""recipe"":[],""severity"":""none""}"
syn-v1-normal_proxy-0019,synthetic/v1/images/normal_proxy/syn-v1-normal_proxy-0019.jpg,synthetic/v1/masks/normal_proxy/syn-v1-normal_proxy-0019.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809208,509676468,1.1.0,8b2f54d280edcdcf51b05acce605bc5cba56bcf2e9d09ba6f3bef47f0bfaac21,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,571d4c3ced97ae72764ab81f5fd266bca78b0fb9516681ae6a26a06f8d007a89,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":509676468,""geometry"":{""rotation_deg"":4.783045,""scale"":1.075791,""translate_x"":-11.30241,""translate_y"":6.617396},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.79972,""brightness"":0.940155,""channel_gain_b"":0.987219,""channel_gain_g"":0.985569,""channel_gain_r"":0.976636,""contrast"":0.99469,""noise_sigma"":1.590316,""saturation"":1.003581},""recipe"":[],""severity"":""none""}"
