sample_id,image_path,mask_path,domain,split,base_image_id,base_group_id,source_specimen_group,view,primary_class,visible_multilabel,severity,global_seed,sample_seed,generator_version,config_sha256,base_sha256,image_sha256,mask_sha256,width,height,defect_pixels,mask_area_ratio_image,roi_inside_ratio,pre_transform_mean_abs_delta,bbox_x,bbox_y,bbox_w,bbox_h,training_use,evaluation_eligible,qc_status,human_verified,parameters_json
syn-v1-450-normal_proxy-0010,synthetic/v1_450/images/normal_proxy/syn-v1-450-normal_proxy-0010.jpg,synthetic/v1_450/masks/normal_proxy/syn-v1-450-normal_proxy-0010.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809250,2082982248,1.1.1,7cc6627693f1a190ee26cfdbda90e0c69510377724d9484d14996ca83b755ffc,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,d34bd551bb72905233ec0a7f1016695cafa0a4fa28d2b76769bd4f862c82d726,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":2082982248,""geometry"":{""rotation_deg"":0.844011,""scale"":1.042457,""translate_x"":-3.027328,""translate_y"":4.410344},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.0677,""brightness"":0.983216,""channel_gain_b"":1.039872,""channel_gain_g"":1.019851,""channel_gain_r"":1.023431,""contrast"":0.927918,""noise_sigma"":0.908978,""saturation"":1.012733},""recipe"":[],""severity"":""none""}"
syn-v1-450-normal_proxy-0011,synthetic/v1_450/images/normal_proxy/syn-v1-450-normal_proxy-0011.jpg,synthetic/v1_450/masks/normal_proxy/syn-v1-450-normal_proxy-0011.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809250,1342190961,1.1.1,7cc6627693f1a190ee26cfdbda90e0c69510377724d9484d14996ca83b755ffc,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,e2a7f4872d1019f84bc8446ff4e38a5690b7040ab3aa558f76a4db7981b2a065,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":1342190961,""geometry"":{""rotation_deg"":6.746974,""scale"":1.033706,""translate_x"":-0.37239,""translate_y"":2.8015},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.888884,""brightness"":1.045323,""channel_gain_b"":0.97789,""channel_gain_g"":1.004607,""channel_gain_r"":1.031865,""contrast"":1.008099,""noise_sigma"":1.893651,""saturation"":0.943462},""recipe"":[],""severity"":""none""}"
syn-v1-450-normal_proxy-0012,synthetic/v1_450/images/normal_proxy/syn-v1-450-normal_proxy-0012.jpg,synthetic/v1_450/masks/normal_proxy/syn-v1-450-normal_proxy-0012.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809250,1802747535,1.1.1,7cc6627693f1a190ee26cfdbda90e0c69510377724d9484d14996ca83b755ffc,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,f05a9e448234fc89aa661af5f0e10bc5b75350e456bd91485257f3391e2b3b7e,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":1802747535,""geometry"":{""rotation_deg"":-4.493106,""scale"":1.047971,""translate_x"":0.742405,""translate_y"":0.991468},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.838943,""brightness"":0.963649,""channel_gain_b"":1.034481,""channel_gain_g"":0.995046,""channel_gain_r"":0.997706,""contrast"":1.085748,""noise_sigma"":1.002473,""saturation"":0.973968},""recipe"":[],""severity"":""none""}"
syn-v1-450-normal_proxy-0013,synthetic/v1_450/images/normal_proxy/syn-v1-450-normal_proxy-0013.jpg,synthetic/v1_450/masks/normal_proxy/syn-v1-450-normal_proxy-0013.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809250,661242002,1.1.1,7cc6627693f1a190ee26cfdbda90e0c69510377724d9484d14996ca83b755ffc,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,c4297b241e21fdae9f56fd35821bca923e15f381f91f4b52bd35ac00825b93c8,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":661242002,""geometry"":{""rotation_deg"":-3.253549,""scale"":0.95876,""translate_x"":-7.549774,""translate_y"":-5.397075},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.292575,""brightness"":0.996616,""channel_gain_b"":1.025316,""channel_gain_g"":1.011625,""channel_gain_r"":0.997808,""contrast"":0.936482,""noise_sigma"":1.820609,""saturation"":1.008846},""recipe"":[],""severity"":""none""}"
syn-v1-450-normal_proxy-0014,synthetic/v1_450/images/normal_proxy/syn-v1-450-normal_proxy-0014.jpg,synthetic/v1_450/masks/normal_proxy/syn-v1-450-normal_proxy-0014.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809250,1155216522,1.1.1,7cc6627693f1a190ee26cfdbda90e0c69510377724d9484d14996ca83b755ffc,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,a67fa1b504ab6b308d75c69003023544e392277614fe2eb972b7799373b81651,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":1155216522,""geometry"":{""rotation_deg"":-0.473324,""scale"":1.000135,""translate_x"":-5.984217,""translate_y"":3.387979},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.467275,""brightness"":1.023603,""channel_gain_b"":1.009172,""channel_gain_g"":0.993754,""channel_gain_r"":0.964166,""contrast"":1.050976,""noise_sigma"":1.30827,""saturation"":0.982992},""recipe"":[],""severity"":""none""}"
syn-v1-450-normal_proxy-0015,synthetic/v1_450/images/normal_proxy/syn-v1-450-normal_proxy-0015.jpg,synthetic/v1_450/masks/normal_proxy/syn-v1-450-normal_proxy-0015.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809250,1797783410,1.1.1,7cc6627693f1a190ee26cfdbda90e0c69510377724d9484d14996ca83b755ffc,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,07735b7af6d74a8ec72de6bd1bc7a726eb725c7c1e96824eb0f86d54ae05513d,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":1797783410,""geometry"":{""rotation_deg"":-6.999244,""scale"":0.92494,""translate_x"":10.825619,""translate_y"":-3.54411},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.765362,""brightness"":1.064203,""channel_gain_b"":0.964342,""channel_gain_g"":0.965585,""channel_gain_r"":1.015847,""contrast"":0.924826,""noise_sigma"":0.666193,""saturation"":1.016429},""recipe"":[],""severity"":""none""}"
syn-v1-450-normal_proxy-0016,synthetic/v1_450/images/normal_proxy/syn-v1-450-normal_proxy-0016.jpg,synthetic/v1_450/masks/normal_proxy/syn-v1-450-normal_proxy-0016.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809250,208328523,1.1.1,7cc6627693f1a190ee26cfdbda90e0c69510377724d9484d14996ca83b755ffc,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,6d66e46f6c9d5f5eab080deb8b56711d8646b3eeba95e7dc2c733b555a673baf,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":208328523,""geometry"":{""rotation_deg"":-1.449152,""scale"":0.951915,""translate_x"":1.336922,""translate_y"":-6.064809},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.07882,""brightness"":1.068387,""channel_gain_b"":1.014354,""channel_gain_g"":1.026961,""channel_gain_r"":0.990325,""contrast"":1.015213,""noise_sigma"":1.423167,""saturation"":0.928227},""recipe"":[],""severity"":""none""}"
syn-v1-450-normal_proxy-0017,synthetic/v1_450/images/normal_proxy/syn-v1-450-normal_proxy-0017.jpg,synthetic/v1_450/masks/normal_proxy/syn-v1-450-normal_proxy-0017.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809250,399095514,1.1.1,7cc6627693f1a190ee26cfdbda90e0c69510377724d9484d14996ca83b755ffc,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,f5658efa39b6c5418ce9d02561cc65408fc65d598cce4951e8a8172f61d4ac7f,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":399095514,""geometry"":{""rotation_deg"":1.240897,""scale"":0.991882,""translate_x"":10.065151,""translate_y"":-5.573246},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.839528,""brightness"":0.972054,""channel_gain_b"":1.004258,""channel_gain_g"":0.997675,""channel_gain_r"":0.9794,""contrast"":0.953018,""noise_sigma"":2.101818,""saturation"":1.057908},""recipe"":[],""severity"":""none""}"
syn-v1-450-normal_proxy-0018,synthetic/v1_450/images/normal_proxy/syn-v1-450-normal_proxy-0018.jpg,synthetic/v1_450/masks/normal_proxy/syn-v1-450-normal_proxy-0018.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809250,1992897109,1.1.1,7cc6627693f1a190ee26cfdbda90e0c69510377724d9484d14996ca83b755ffc,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,032256f60a8c6891913b2cac4f1473de78d1f4cfaaad27024e4348aba05e8945,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":1992897109,""geometry"":{""rotation_deg"":-7.734636,""scale"":1.035595,""translate_x"":-7.651106,""translate_y"":-6.047467},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.24967,""brightness"":1.002367,""channel_gain_b"":0.96651,""channel_gain_g"":1.030894,""channel_gain_r"":1.007803,""contrast"":1.02152,""noise_sigma"":2.857643,""saturation"":0.97196},""recipe"":[],""severity"":""none""}"
syn-v1-450-normal_proxy-0019,synthetic/v1_450/images/normal_proxy/syn-v1-450-normal_proxy-0019.jpg,synthetic/v1_450/masks/normal_proxy/syn-v1-450-normal_proxy-0019.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,normal_proxy,,none,7809250,1834846850,1.1.1,7cc6627693f1a190ee26cfdbda90e0c69510377724d9484d14996ca83b755ffc,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,2e32f77cc30dc500bca42ae8a9a3b4ed4e90921d119a402c1a7c79b415e9c242,65795a5b91030a2a433dae510d1edf494082a9cfa1153cd94f3797759f68f257,512,512,0,0.0000000000,1.0000000000,0.0000000000,0,0,0,0,TRAIN_ONLY_PSEUDO_NORMAL,NO,AUTO_PASS,NO,"{""attempt"":0,""effective_seed"":1834846850,""geometry"":{""rotation_deg"":-4.848567,""scale"":0.993601,""translate_x"":1.039008,""translate_y"":-3.73097},""instances_pre_transform"":[],""photometric"":{""blur_radius"":0.814633,""brightness"":0.965177,""channel_gain_b"":0.978993,""channel_gain_g"":1.023799,""channel_gain_r"":1.006317,""contrast"":1.05812,""noise_sigma"":2.167237,""saturation"":0.983108},""recipe"":[],""severity"":""none""}"
