scene_id,image_id,image_path,component_instance_mask_path,defect_semantic_mask_path,component_yolo_path,defect_yolo_path,domain,split,task_type,training_use,evaluation_eligible,classification_eligible,lighting_profile,background_asset_id,scene_seed,attempt,instance_count,distinct_class_count,component_status_labels,source_parent_ids,composition_family_id,width,height,image_sha256,component_mask_sha256,defect_mask_sha256,component_yolo_sha256,defect_yolo_sha256,background_mean_luma,background_std_luma,background_p99_luma,component_mean_luma,component_background_luma_delta,component_background_luma_ratio,component_light_spill_p99,component_light_spill_max,background_luma_reference,config_sha256,generator_version,qc_gate_version,qc_status,human_verified,background_params_json,sensor_params_json,shadow_params_json
syn-v4-conv-0030,31,synthetic/v4_conveyor/images/train/syn-v4-conv-0030.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0030.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0030.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0030.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0030.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,cool_component_spot,IMGGEN-CONVEYOR-BLACK-V1,4129524574,0,5,5,body_chip|normal_proxy|discoloration|lead_breakage|body_crack,syn-v2-700-body_chip-0035|syn-v2-700-body_chip-0074|syn-v2-700-discoloration-0039|syn-v2-700-lead_breakage-0093|syn-v2-700-body_crack-0027,syn-v4-conv-0030,1280,720,5ad1afb33e91f0c9fe0c4639ee522d6971aa9526a8fdf0f079139f7345240988,f753f4a9157d29874282fa8da992ff435b633e15fa32581a101fd4459512fcdd,42a7e1c3155a17ca8624a55d88abbf3e1d306ea96dcc5623780affc9239314ec,5045fc93302146b9fdd80462e3a6aae13613da05381a6d6f0f7b89b80fdd7a70,46ec0e9194aa032df511fe7fd5a378c8e80e7e8ebd18e55fb3790bae218d1d93,27.847532,3.668951,37.502602,136.940887,109.093355,4.917523,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.78902443,""contrast"":1.04802447,""crop_x"":0,""crop_y"":215,""noise_seed"":2836169625,""noise_sigma"":0.06447744,""orientation_degrees"":90,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.1314357402277113,""jpeg_quality"":93,""noise_seed"":4246870481,""noise_sigma"":0.6567737871327479}","{""blur_radius_px"":5.794362800776419,""instances"":[{""instance_index"":1,""offset_x_px"":3,""offset_y_px"":8,""opacity"":0.20827358},{""instance_index"":2,""offset_x_px"":4,""offset_y_px"":9,""opacity"":0.21730413},{""instance_index"":3,""offset_x_px"":0,""offset_y_px"":6,""opacity"":0.21442997},{""instance_index"":4,""offset_x_px"":0,""offset_y_px"":8,""opacity"":0.27845015},{""instance_index"":5,""offset_x_px"":1,""offset_y_px"":9,""opacity"":0.24165523}]}"
syn-v4-conv-0031,32,synthetic/v4_conveyor/images/train/syn-v4-conv-0031.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0031.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0031.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0031.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0031.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,side_component_spot,IMGGEN-CONVEYOR-BLACK-V1,1540607215,0,5,5,body_crack|discoloration|surface_spot|lead_breakage|contamination,syn-v2-700-body_crack-0027|syn-v2-700-discoloration-0071|syn-v2-700-surface_spot-0088|syn-v2-700-lead_breakage-0099|syn-v2-700-contamination-0050,syn-v4-conv-0031,1280,720,8c1f5a3c7964a193563e118274b887d3cb704cc305f90fcb5021eb2c0db8f3cf,b9ecf3889c1402462bfda4f0a8c5dd0271fcc5be9cef8e1d7e811dc36b94059d,f3465cf4b5503d158ae9f5752160bc3a81e7dacff94fe985d8c72035874b927b,f3212e51103d9ce308bfa76f3f1e0746145496e0e3d0a1b47a9efaf596aea34b,76e46324a939e11d855b6e2993b9d3f40701496dd9da05285665942ed291b09e,26.773348,3.698086,36.144398,139.732086,112.958738,5.219074,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.76556484,""contrast"":1.07241436,""crop_x"":0,""crop_y"":135,""noise_seed"":999830185,""noise_sigma"":1.19122699,""orientation_degrees"":90,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.3432792482559218,""jpeg_quality"":94,""noise_seed"":3142167965,""noise_sigma"":0.8976781814379358}","{""blur_radius_px"":7.7479202777232725,""instances"":[{""instance_index"":1,""offset_x_px"":1,""offset_y_px"":6,""opacity"":0.2703558},{""instance_index"":2,""offset_x_px"":0,""offset_y_px"":10,""opacity"":0.31686337},{""instance_index"":3,""offset_x_px"":1,""offset_y_px"":7,""opacity"":0.2840119},{""instance_index"":4,""offset_x_px"":1,""offset_y_px"":5,""opacity"":0.18523469},{""instance_index"":5,""offset_x_px"":-2,""offset_y_px"":8,""opacity"":0.30725732}]}"
syn-v4-conv-0032,33,synthetic/v4_conveyor/images/train/syn-v4-conv-0032.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0032.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0032.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0032.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0032.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,neutral_component_spot,IMGGEN-CONVEYOR-BLACK-V1,3502201109,0,5,5,body_crack|lead_breakage|scratch|surface_spot|discoloration,syn-v2-700-body_crack-0031|syn-v2-700-lead_breakage-0014|syn-v2-700-scratch-0005|syn-v2-700-surface_spot-0046|syn-v2-700-discoloration-0080,syn-v4-conv-0032,1280,720,25181af8201cfc0d33f27301e2c101c814cf007ee0a26f219535db43436f9bf7,93d8540bb4bbf358059615954195c6ad8ac5689f316d8be394dceb9824b0d88f,5e7af9a8b1bab98cc9321f1be09be3a0aaccc7a90c957f54b179d5213c453572,71b09266e1ed9c46ace0247ffdcf098566f128b56fc6e61419ca0fb18be6c8a6,742b05aec561b604d2114279e8fea1826c4c7a252fad073899da3a45ea2e9939,27.792400,3.658542,37.144398,136.269363,108.476963,4.903116,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.79606104,""contrast"":1.01743524,""crop_x"":0,""crop_y"":297,""noise_seed"":49383324,""noise_sigma"":1.13885658,""orientation_degrees"":0,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.29863191565590125,""jpeg_quality"":96,""noise_seed"":559262046,""noise_sigma"":0.561512994460994}","{""blur_radius_px"":8.393949747200754,""instances"":[{""instance_index"":1,""offset_x_px"":-3,""offset_y_px"":10,""opacity"":0.30717177},{""instance_index"":2,""offset_x_px"":5,""offset_y_px"":7,""opacity"":0.23388766},{""instance_index"":3,""offset_x_px"":3,""offset_y_px"":5,""opacity"":0.21687127},{""instance_index"":4,""offset_x_px"":4,""offset_y_px"":5,""opacity"":0.24077252},{""instance_index"":5,""offset_x_px"":4,""offset_y_px"":7,""opacity"":0.3088358}]}"
syn-v4-conv-0033,34,synthetic/v4_conveyor/images/train/syn-v4-conv-0033.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0033.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0033.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0033.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0033.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,warm_component_spot,IMGGEN-CONVEYOR-BLACK-V1,270249093,0,5,5,surface_spot|body_chip|normal_proxy|discoloration|lead_breakage,syn-v2-700-surface_spot-0047|syn-v2-700-body_chip-0004|syn-v2-700-discoloration-0071|syn-v2-700-discoloration-0072|syn-v2-700-lead_breakage-0059,syn-v4-conv-0033,1280,720,1cdaf576802ea7017418154bc4560d8f3c20320ec966df26a66d6ea44847e394,baa846b12a971d48b13bbdf8fc34b127672fa937005d7fa825aa73948f00a558,152c42b20d4047e1d8ccea4519461a3b67c4d47eacee733f7cca40b9084c8594,25220b981d95c7ea5e3c56ffa5a9f89a31e44d6788e3a317011545bb4d8a7d1b,8bff91bc024cb165df7aed208847775fa8fa7dfd321f7dce80e0780160893280,28.807077,2.775138,36.502602,136.837448,108.030371,4.750133,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.83577453,""contrast"":0.96171964,""crop_x"":0,""crop_y"":125,""noise_seed"":2213034118,""noise_sigma"":0.02351396,""orientation_degrees"":180,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.10416728074517875,""jpeg_quality"":92,""noise_seed"":3145816411,""noise_sigma"":1.0034445486415071}","{""blur_radius_px"":6.954908511713327,""instances"":[{""instance_index"":1,""offset_x_px"":-3,""offset_y_px"":10,""opacity"":0.28226804},{""instance_index"":2,""offset_x_px"":-2,""offset_y_px"":7,""opacity"":0.21062513},{""instance_index"":3,""offset_x_px"":4,""offset_y_px"":7,""opacity"":0.2876184},{""instance_index"":4,""offset_x_px"":3,""offset_y_px"":6,""opacity"":0.20395533},{""instance_index"":5,""offset_x_px"":1,""offset_y_px"":7,""opacity"":0.26729359}]}"
syn-v4-conv-0034,35,synthetic/v4_conveyor/images/train/syn-v4-conv-0034.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0034.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0034.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0034.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0034.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,cool_component_spot,IMGGEN-CONVEYOR-BLACK-V1,2080507530,0,5,5,surface_spot|contamination|scratch|body_chip|lead_breakage,syn-v2-700-surface_spot-0034|syn-v2-700-contamination-0014|syn-v2-700-scratch-0008|syn-v2-700-body_chip-0011|syn-v2-700-lead_breakage-0051,syn-v4-conv-0034,1280,720,f508b95fb6a5aedb570b6632005b8bed714a27e561163e0c3267283c7994de00,4b297ac649b549b40a716904257ad5c428e1accacca8c0dd9a5273fe969068e8,0b45e90bb7967bfbc0245a1a2129a4cd5225f399e8bd30d3291b7b16f9564b75,7938cfec53b63ddc085882508c78fd251e3266186d61b7d1aea9f20f89d5a572,15748c986a8eaff7583e8f96d2b4cf6f7685413afb8cf2050d3fece0ff9767e6,33.323803,3.320135,43.000000,139.176025,105.852222,4.176475,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.92674301,""contrast"":0.92120159,""crop_x"":0,""crop_y"":454,""noise_seed"":2010775265,""noise_sigma"":0.38374834,""orientation_degrees"":180,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.3459465967854918,""jpeg_quality"":92,""noise_seed"":1833988243,""noise_sigma"":0.6356488633876103}","{""blur_radius_px"":6.505776563615321,""instances"":[{""instance_index"":1,""offset_x_px"":3,""offset_y_px"":9,""opacity"":0.24275658},{""instance_index"":2,""offset_x_px"":0,""offset_y_px"":6,""opacity"":0.24910466},{""instance_index"":3,""offset_x_px"":1,""offset_y_px"":6,""opacity"":0.31144594},{""instance_index"":4,""offset_x_px"":2,""offset_y_px"":6,""opacity"":0.29693159},{""instance_index"":5,""offset_x_px"":0,""offset_y_px"":7,""opacity"":0.28205013}]}"
syn-v4-conv-0035,36,synthetic/v4_conveyor/images/train/syn-v4-conv-0035.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0035.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0035.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0035.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0035.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,side_component_spot,IMGGEN-CONVEYOR-BLACK-V1,1117047386,0,5,5,body_chip|normal_proxy|discoloration|scratch|body_crack,syn-v2-700-body_chip-0088|syn-v2-700-lead_breakage-0099|syn-v2-700-discoloration-0023|syn-v2-700-scratch-0076|syn-v2-700-body_crack-0052,syn-v4-conv-0035,1280,720,6190d9b9c2dda20620217c9a016e08a77274ace744f8269408ded18bf85cff7b,dfeedd20cb384d0914df3a407cdad82222e4d3d3a4bdb5003a0d124bf3bd1554,c8242eacfc2ab6acb0fe7840bc1253f12ff5bf1a4cd7bbfe0224bfd30d6e43d9,b647c72a3a2cbd9714515528c04b0df99ed672731b462514226641db63bbf0fc,003d3c0a9cd4775d18838d9c98c0665c57e163fdcd3951619591c20c0c93ad5f,26.313601,2.612232,33.502602,135.171585,108.857985,5.136948,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.7860783,""contrast"":0.96522244,""crop_x"":0,""crop_y"":550,""noise_seed"":2604670288,""noise_sigma"":1.06087558,""orientation_degrees"":0,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.17641337290601938,""jpeg_quality"":94,""noise_seed"":3150642020,""noise_sigma"":1.0891360552321394}","{""blur_radius_px"":7.583682393183758,""instances"":[{""instance_index"":1,""offset_x_px"":-2,""offset_y_px"":9,""opacity"":0.26141389},{""instance_index"":2,""offset_x_px"":3,""offset_y_px"":6,""opacity"":0.23184954},{""instance_index"":3,""offset_x_px"":2,""offset_y_px"":5,""opacity"":0.24973165},{""instance_index"":4,""offset_x_px"":4,""offset_y_px"":10,""opacity"":0.20201057},{""instance_index"":5,""offset_x_px"":5,""offset_y_px"":9,""opacity"":0.18110563}]}"
syn-v4-conv-0036,37,synthetic/v4_conveyor/images/train/syn-v4-conv-0036.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0036.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0036.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0036.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0036.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,neutral_component_spot,IMGGEN-CONVEYOR-BLACK-V1,3060002618,0,5,5,body_crack|surface_spot|body_chip|lead_breakage|normal_proxy,syn-v2-700-body_crack-0089|syn-v2-700-surface_spot-0064|syn-v2-700-body_chip-0025|syn-v2-700-lead_breakage-0008|syn-v2-700-body_crack-0036,syn-v4-conv-0036,1280,720,60ddd3254fe2009f48c2ba84c561a5e4e231c4a7900ae0aaf43e97479dc5b8fa,bd218203565b2526fb6000c31bf37f73660253ec7ae797c21c5593dff35a1db3,596d6a732c430c6f91d7db92cad9cc355278da0da34b71a5ae3cb2425a3e0a3b,13895c487dca4fabbc380f686c8aa5ebe6baf0adf482a03831f22d23b4936163,9596c3608ce03247a6ddbb0f316e54a4a9d90a550a75baf1ac30c0aa34320df5,32.251678,3.470437,42.000000,142.219818,109.968140,4.409687,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.90968789,""contrast"":0.95933451,""crop_x"":0,""crop_y"":253,""noise_seed"":3934682314,""noise_sigma"":0.51513948,""orientation_degrees"":90,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.21552983813267063,""jpeg_quality"":94,""noise_seed"":3154789764,""noise_sigma"":0.5283727193216776}","{""blur_radius_px"":7.839437059880959,""instances"":[{""instance_index"":1,""offset_x_px"":0,""offset_y_px"":7,""opacity"":0.2630739},{""instance_index"":2,""offset_x_px"":5,""offset_y_px"":8,""opacity"":0.29144575},{""instance_index"":3,""offset_x_px"":-1,""offset_y_px"":7,""opacity"":0.2736301},{""instance_index"":4,""offset_x_px"":0,""offset_y_px"":9,""opacity"":0.31430711},{""instance_index"":5,""offset_x_px"":1,""offset_y_px"":5,""opacity"":0.24422733}]}"
syn-v4-conv-0037,38,synthetic/v4_conveyor/images/train/syn-v4-conv-0037.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0037.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0037.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0037.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0037.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,warm_component_spot,IMGGEN-CONVEYOR-BLACK-V1,56845555,0,5,5,body_chip|discoloration|body_crack|lead_breakage|normal_proxy,syn-v2-700-body_chip-0005|syn-v2-700-discoloration-0098|syn-v2-700-body_crack-0052|syn-v2-700-lead_breakage-0089|syn-v2-700-discoloration-0018,syn-v4-conv-0037,1280,720,8e40190758fd3be761669db173781f994fd3d2e99ae0ddf568189c67cb8493cb,b1ba5b80ff58a8ce6640a22ad8a687f8c19ccc7588491076712d8c660ecb4b01,81964d8bc816d7576679984faa2be6f7c920d7955db0314fee8d779140a2d4d6,2d2eacca77290f9990ac28dbf68698d10b329c0f13bfcee26366109031e71196,c2208aef352c60085331331fb54610530c33117fc95ff318dab8d9e0f6a3e708,29.199020,3.111079,38.000000,143.170059,113.971039,4.903249,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.82528575,""contrast"":0.98053224,""crop_x"":0,""crop_y"":487,""noise_seed"":2408255431,""noise_sigma"":0.58875875,""orientation_degrees"":270,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.19816088079998329,""jpeg_quality"":94,""noise_seed"":2459741691,""noise_sigma"":0.5203821014309982}","{""blur_radius_px"":8.385165633241858,""instances"":[{""instance_index"":1,""offset_x_px"":-2,""offset_y_px"":8,""opacity"":0.2229898},{""instance_index"":2,""offset_x_px"":2,""offset_y_px"":9,""opacity"":0.19823726},{""instance_index"":3,""offset_x_px"":-3,""offset_y_px"":9,""opacity"":0.2160279},{""instance_index"":4,""offset_x_px"":3,""offset_y_px"":9,""opacity"":0.25641005},{""instance_index"":5,""offset_x_px"":-3,""offset_y_px"":8,""opacity"":0.28583283}]}"
syn-v4-conv-0038,39,synthetic/v4_conveyor/images/train/syn-v4-conv-0038.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0038.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0038.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0038.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0038.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,cool_component_spot,IMGGEN-CONVEYOR-BLACK-V1,2483976061,0,5,5,discoloration|contamination|lead_breakage|normal_proxy|body_chip,syn-v2-700-discoloration-0082|syn-v2-700-contamination-0044|syn-v2-700-lead_breakage-0069|syn-v2-700-discoloration-0053|syn-v2-700-body_chip-0051,syn-v4-conv-0038,1280,720,b93a6606315b21b854d8b06621cac258ec457e9acd1f79712da99cdd0b58aca8,9c6d9120c2911c1970b5898e06dcf91d8d8a67767941b696400ab199663790ba,82c6482fbccd453f033249840e5291dbe10f8d0457df5b0587ad2f2623c0150e,a107d3c1593cff3d335c01625dd73b82629cff04e14f9ad6832dfda6df04b360,c9032d68229fa1428b0798e82459affd31ea78a86e081908b5701f09403e3237,29.574261,3.918815,40.000000,136.336319,106.762058,4.609965,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.84482114,""contrast"":1.03294863,""crop_x"":0,""crop_y"":4,""noise_seed"":2189725195,""noise_sigma"":1.06235849,""orientation_degrees"":90,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.25650866393656513,""jpeg_quality"":95,""noise_seed"":638048099,""noise_sigma"":0.41189180397331343}","{""blur_radius_px"":7.974745882500314,""instances"":[{""instance_index"":1,""offset_x_px"":5,""offset_y_px"":10,""opacity"":0.31993297},{""instance_index"":2,""offset_x_px"":-1,""offset_y_px"":6,""opacity"":0.2808598},{""instance_index"":3,""offset_x_px"":-2,""offset_y_px"":7,""opacity"":0.28164332},{""instance_index"":4,""offset_x_px"":0,""offset_y_px"":5,""opacity"":0.2176757},{""instance_index"":5,""offset_x_px"":-2,""offset_y_px"":10,""opacity"":0.28512829}]}"
syn-v4-conv-0039,40,synthetic/v4_conveyor/images/train/syn-v4-conv-0039.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0039.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0039.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0039.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0039.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,side_component_spot,IMGGEN-CONVEYOR-BLACK-V1,802806679,0,5,5,body_crack|lead_breakage|normal_proxy|surface_spot|discoloration,syn-v2-700-body_crack-0099|syn-v2-700-lead_breakage-0060|syn-v2-700-contamination-0085|syn-v2-700-surface_spot-0046|syn-v2-700-discoloration-0018,syn-v4-conv-0039,1280,720,2669da6949a9ab70f26e60df6a6b97332d97d7b2e3cec77cc5c5c120ff37a9bd,b16ade7c9835202d62e2a178fe5aaa185ca6eedf39225520aa191af70921f65c,42a4f38ee59647289c92d52adaf61b860c991a11a92ee40097f701bf3c71259e,1afca79550ce8631e25580b907a67ce326d52601fcb75c7fc111b2c11c50e348,2ec59c77a96a9362ef70572be50452801ac673c916b64b990283f4162e16b63d,29.329599,3.663130,39.000000,137.419678,108.090078,4.685358,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.83953444,""contrast"":1.01176078,""crop_x"":0,""crop_y"":288,""noise_seed"":4093594526,""noise_sigma"":0.29924576,""orientation_degrees"":180,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.1813537181735366,""jpeg_quality"":92,""noise_seed"":1671566157,""noise_sigma"":1.2254874225857264}","{""blur_radius_px"":7.644411109459306,""instances"":[{""instance_index"":1,""offset_x_px"":4,""offset_y_px"":10,""opacity"":0.18621633},{""instance_index"":2,""offset_x_px"":2,""offset_y_px"":5,""opacity"":0.23221777},{""instance_index"":3,""offset_x_px"":-3,""offset_y_px"":7,""opacity"":0.29443453},{""instance_index"":4,""offset_x_px"":5,""offset_y_px"":8,""opacity"":0.1880348},{""instance_index"":5,""offset_x_px"":0,""offset_y_px"":9,""opacity"":0.27541923}]}"
syn-v4-conv-0040,41,synthetic/v4_conveyor/images/train/syn-v4-conv-0040.jpg,synthetic/v4_conveyor/masks/component_visible_instances/train/syn-v4-conv-0040.png,synthetic/v4_conveyor/masks/defect_semantic/train/syn-v4-conv-0040.png,synthetic/v4_conveyor/labels/yolo_component_status/train/syn-v4-conv-0040.txt,synthetic/v4_conveyor/labels/yolo_defects/train/syn-v4-conv-0040.txt,synthetic_black_conveyor_multi_instance,train,multi_instance_detection_segmentation,TRAIN_ONLY_MULTI_SCENE_SYNTHETIC,NO,NO,neutral_component_spot,IMGGEN-CONVEYOR-BLACK-V1,2959598508,0,5,5,body_chip|lead_breakage|scratch|normal_proxy|discoloration,syn-v2-700-body_chip-0050|syn-v2-700-lead_breakage-0085|syn-v2-700-scratch-0007|syn-v2-700-surface_spot-0037|syn-v2-700-discoloration-0027,syn-v4-conv-0040,1280,720,9844911d81772e1b7c4a371ce669358a7463949ab336a320976b94ab5ae061fa,bf73965c8e1e45843caae507df7b23d38444df4f0d9dfa97df8c4033f4492879,e6d0e5f2f1c675101ef2a36437482e8e4518171cae26a07bec8a3210bed8b1ab,9e72e7944f4d7fa9834fce169a7fd975fea8bb33e0a9134138b9862e990ec9f2,d7532eb6aa98defe7ab03c026cfbfe9fb4b3935fa4e80160674f4978bc99f42b,32.126064,4.351567,43.931801,140.355194,108.229130,4.368889,0.000000,0.000000,SHADOWLESS_SAME_SENSOR_JPEG,fa5adb968da368a28b85a711cd7b3d0aab6829453361eb686e915af6797cf717,4.0.0,multi-instance-paired-clean-1024-v1,AUTO_PASS_MULTI_INSTANCE_PAIRED_CLEAN_1024,NO,"{""brightness"":0.90445769,""contrast"":1.05746745,""crop_x"":0,""crop_y"":108,""noise_seed"":3419390376,""noise_sigma"":0.46442467,""orientation_degrees"":270,""resized_height"":1280,""resized_width"":1280}","{""blur_radius_px"":0.056943082360935336,""jpeg_quality"":96,""noise_seed"":353583167,""noise_sigma"":0.3775400295905556}","{""blur_radius_px"":6.253585973454817,""instances"":[{""instance_index"":1,""offset_x_px"":-2,""offset_y_px"":7,""opacity"":0.27453813},{""instance_index"":2,""offset_x_px"":5,""offset_y_px"":5,""opacity"":0.18272778},{""instance_index"":3,""offset_x_px"":-3,""offset_y_px"":6,""opacity"":0.18645321},{""instance_index"":4,""offset_x_px"":-3,""offset_y_px"":7,""opacity"":0.27647812},{""instance_index"":5,""offset_x_px"":-3,""offset_y_px"":10,""opacity"":0.2597}]}"
