sample_id,image_path,true_class,severity,predicted_class,correct,confidence,probability_scratch,probability_surface_spot,probability_discoloration,probability_contamination,probability_lead_breakage,probability_body_chip,probability_body_crack
syn-v2-700-scratch-0056,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0056.jpg,scratch,mild,scratch,YES,0.999978264173,0.999978264173,0.000007235865,0.000000377399,0.000001149971,0.000001670177,0.000003296742,0.000008023940
syn-v2-700-scratch-0050,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0050.jpg,scratch,mild,body_chip,NO,0.301472052932,0.092241644859,0.213231593991,0.004158087385,0.033362227802,0.101148980980,0.301472052932,0.254385372003
syn-v2-700-scratch-0046,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0046.jpg,scratch,mild,scratch,YES,0.973526696364,0.973526696364,0.001201955078,0.000498293438,0.001400516388,0.019017967706,0.002842594035,0.001511905769
syn-v2-700-scratch-0020,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0020.jpg,scratch,mild,scratch,YES,0.992401142915,0.992401142915,0.003090545613,0.000060492441,0.000342278033,0.001912035116,0.001051807252,0.001141692143
syn-v2-700-scratch-0095,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0095.jpg,scratch,mild,scratch,YES,0.999588727951,0.999588727951,0.000184878055,0.000004029666,0.000009405343,0.000104566401,0.000059229894,0.000049180086
syn-v2-700-scratch-0055,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0055.jpg,scratch,mild,scratch,YES,0.999716460705,0.999716460705,0.000073447611,0.000013924565,0.000013316670,0.000140054509,0.000015189924,0.000027587473
syn-v2-700-scratch-0009,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0009.jpg,scratch,mild,scratch,YES,0.999699374040,0.999699374040,0.000065627896,0.000028148889,0.000045292479,0.000049278959,0.000055121628,0.000057202254
syn-v2-700-scratch-0031,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0031.jpg,scratch,mild,scratch,YES,0.999880333742,0.999880333742,0.000042329902,0.000003776463,0.000006888091,0.000044974614,0.000009391540,0.000012308064
syn-v2-700-scratch-0002,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0002.jpg,scratch,mild,scratch,YES,0.998578687509,0.998578687509,0.000206919519,0.000046651257,0.000147791715,0.000146308669,0.000590036997,0.000283635685
syn-v2-700-scratch-0089,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0089.jpg,scratch,mild,scratch,YES,0.999853551388,0.999853551388,0.000018789089,0.000009069592,0.000012772766,0.000033247838,0.000042165792,0.000030373115
syn-v2-700-scratch-0078,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0078.jpg,scratch,mild,scratch,YES,0.999777436256,0.999777436256,0.000077448555,0.000004060185,0.000021029227,0.000067462154,0.000029794135,0.000022657716
syn-v2-700-scratch-0083,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0083.jpg,scratch,mild,scratch,YES,0.956906775633,0.956906775633,0.027867176570,0.000196727759,0.001321620094,0.008951057990,0.003275178218,0.001481525522
syn-v2-700-scratch-0070,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0070.jpg,scratch,mild,scratch,YES,0.997929493586,0.997929493586,0.000717971401,0.000021442053,0.000032484412,0.000585733778,0.000466571102,0.000246302802
syn-v2-700-scratch-0052,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0052.jpg,scratch,mild,scratch,YES,0.999847670396,0.999847670396,0.000070508406,0.000001295840,0.000004101316,0.000011123171,0.000044857266,0.000020439613
syn-v2-700-scratch-0030,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0030.jpg,scratch,mild,scratch,YES,0.999825179577,0.999825179577,0.000051327414,0.000010370580,0.000021670468,0.000036041535,0.000022760833,0.000032618081
syn-v2-700-scratch-0051,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0051.jpg,scratch,mild,scratch,YES,0.999278883139,0.999278883139,0.000232023114,0.000027046556,0.000050235819,0.000172446857,0.000168284596,0.000071117268
syn-v2-700-scratch-0059,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0059.jpg,scratch,mild,scratch,YES,0.566631356875,0.566631356875,0.041696699336,0.002690042059,0.005749369351,0.112951615204,0.263343177736,0.006937710879
syn-v2-700-scratch-0086,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0086.jpg,scratch,mild,scratch,YES,0.969011624654,0.969011624654,0.017494135459,0.000107552825,0.000175360149,0.002260421412,0.009211339833,0.001739537596
syn-v2-700-scratch-0063,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0063.jpg,scratch,mild,scratch,YES,0.991917570432,0.991917570432,0.005331120803,0.000052356164,0.000297161803,0.001052406219,0.000793106485,0.000556246766
syn-v2-700-scratch-0033,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0033.jpg,scratch,moderate,scratch,YES,0.999954064687,0.999954064687,0.000023245044,0.000003071091,0.000005581235,0.000002712128,0.000004299491,0.000007020362
syn-v2-700-scratch-0064,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0064.jpg,scratch,moderate,scratch,YES,0.999877532323,0.999877532323,0.000064696157,0.000001746890,0.000003946853,0.000026278242,0.000010905956,0.000014910360
syn-v2-700-scratch-0085,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0085.jpg,scratch,moderate,scratch,YES,0.994390924772,0.994390924772,0.004329782212,0.000046481920,0.000326899472,0.000393409592,0.000175080206,0.000337429650
syn-v2-700-scratch-0037,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0037.jpg,scratch,moderate,scratch,YES,0.999764641126,0.999764641126,0.000053738517,0.000009998729,0.000014737711,0.000018513507,0.000026195992,0.000112222724
syn-v2-700-scratch-0038,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0038.jpg,scratch,moderate,scratch,YES,0.999350488186,0.999350488186,0.000114001520,0.000047983223,0.000085920911,0.000077621036,0.000187562347,0.000136432541
syn-v2-700-scratch-0039,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0039.jpg,scratch,moderate,scratch,YES,0.999684353669,0.999684353669,0.000203568651,0.000003307749,0.000008345777,0.000041310546,0.000024340887,0.000034793463
syn-v2-700-scratch-0025,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0025.jpg,scratch,moderate,scratch,YES,0.999753216902,0.999753216902,0.000073807119,0.000013383382,0.000033429476,0.000018566456,0.000080115549,0.000027481459
syn-v2-700-scratch-0024,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0024.jpg,scratch,moderate,scratch,YES,0.999946554502,0.999946554502,0.000009270137,0.000005562753,0.000007796340,0.000005877132,0.000006146185,0.000018770051
syn-v2-700-scratch-0019,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0019.jpg,scratch,moderate,scratch,YES,0.999975085258,0.999975085258,0.000013942479,0.000001817112,0.000002894051,0.000001267487,0.000001094827,0.000003920107
syn-v2-700-scratch-0061,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0061.jpg,scratch,moderate,scratch,YES,0.999828696251,0.999828696251,0.000072256598,0.000017862780,0.000031769559,0.000008809869,0.000025464824,0.000015149961
syn-v2-700-scratch-0071,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0071.jpg,scratch,moderate,scratch,YES,0.999431709448,0.999431709448,0.000273619211,0.000027634042,0.000041570907,0.000028060658,0.000071685956,0.000125710942
syn-v2-700-scratch-0049,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0049.jpg,scratch,moderate,scratch,YES,0.998596350352,0.998596350352,0.000474948126,0.000027302001,0.000045926944,0.000767559060,0.000046500982,0.000041379484
syn-v2-700-scratch-0099,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0099.jpg,scratch,moderate,scratch,YES,0.999829789003,0.999829789003,0.000005018426,0.000003218720,0.000009240929,0.000001495827,0.000004250651,0.000146986965
syn-v2-700-scratch-0053,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0053.jpg,scratch,moderate,scratch,YES,0.999812046687,0.999812046687,0.000078634481,0.000006370508,0.000017855814,0.000039098227,0.000014541944,0.000031441751
syn-v2-700-scratch-0098,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0098.jpg,scratch,moderate,scratch,YES,0.999963800112,0.999963800112,0.000020753615,0.000001350868,0.000002625422,0.000001165281,0.000001936864,0.000008337101
syn-v2-700-scratch-0066,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0066.jpg,scratch,moderate,scratch,YES,0.999229609966,0.999229609966,0.000227424743,0.000008742167,0.000070655156,0.000049949935,0.000062931659,0.000350733870
syn-v2-700-scratch-0032,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0032.jpg,scratch,moderate,scratch,YES,0.999341309071,0.999341309071,0.000231745787,0.000030290803,0.000032759397,0.000134198036,0.000155623505,0.000074128044
syn-v2-700-scratch-0093,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0093.jpg,scratch,moderate,scratch,YES,0.993558029334,0.993558029334,0.000481789515,0.000192063623,0.000411978908,0.002794960456,0.002042688497,0.000518543845
syn-v2-700-scratch-0029,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0029.jpg,scratch,moderate,scratch,YES,0.999967734019,0.999967734019,0.000012492257,0.000001254238,0.000003813453,0.000003293414,0.000003494249,0.000007861923
syn-v2-700-scratch-0026,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0026.jpg,scratch,moderate,scratch,YES,0.925820509593,0.925820509593,0.003357434451,0.003031741983,0.003440122799,0.015472355920,0.047072224940,0.001805660315
syn-v2-700-scratch-0012,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0012.jpg,scratch,moderate,scratch,YES,0.999159117540,0.999159117540,0.000219713717,0.000031127270,0.000027496728,0.000470965485,0.000023674268,0.000067889683
syn-v2-700-scratch-0036,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0036.jpg,scratch,moderate,scratch,YES,0.982359309991,0.982359309991,0.000912323711,0.000484833157,0.000833712291,0.011386765904,0.003180454786,0.000842586604
syn-v2-700-scratch-0080,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0080.jpg,scratch,moderate,scratch,YES,0.999680876732,0.999680876732,0.000124916848,0.000016132699,0.000036441263,0.000003448476,0.000007678319,0.000130486655
syn-v2-700-scratch-0081,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0081.jpg,scratch,moderate,scratch,YES,0.817068417867,0.817068417867,0.011828669347,0.000918009396,0.002649473880,0.102770205587,0.057922314852,0.006842946789
syn-v2-700-scratch-0041,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0041.jpg,scratch,moderate,scratch,YES,0.999780635039,0.999780635039,0.000122110194,0.000019522969,0.000029217986,0.000016847148,0.000006025756,0.000025578623
syn-v2-700-scratch-0040,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0040.jpg,scratch,moderate,scratch,YES,0.975363632043,0.975363632043,0.010076237144,0.000226851088,0.000962350876,0.010954545074,0.001576438750,0.000839918289
syn-v2-700-scratch-0004,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0004.jpg,scratch,moderate,scratch,YES,0.999626298745,0.999626298745,0.000193579681,0.000005800979,0.000028999264,0.000052876149,0.000009595342,0.000082835037
syn-v2-700-scratch-0022,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0022.jpg,scratch,moderate,scratch,YES,0.999728719393,0.999728719393,0.000056591072,0.000010661736,0.000021928347,0.000037336758,0.000029181418,0.000115613691
syn-v2-700-scratch-0062,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0062.jpg,scratch,moderate,scratch,YES,0.999950806300,0.999950806300,0.000025540019,0.000004256277,0.000004995025,0.000003555606,0.000001129489,0.000009610661
syn-v2-700-scratch-0082,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0082.jpg,scratch,severe,scratch,YES,0.999836842219,0.999836842219,0.000026551001,0.000005597747,0.000012375217,0.000012847709,0.000026988624,0.000078859511
syn-v2-700-scratch-0003,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0003.jpg,scratch,severe,scratch,YES,0.999815384547,0.999815384547,0.000106969640,0.000009245843,0.000017238673,0.000013291950,0.000010347397,0.000027525355
syn-v2-700-scratch-0016,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0016.jpg,scratch,severe,scratch,YES,0.999833842119,0.999833842119,0.000023164537,0.000002041423,0.000009983031,0.000003173840,0.000004306405,0.000123426248
syn-v2-700-scratch-0006,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0006.jpg,scratch,severe,scratch,YES,0.999829411507,0.999829411507,0.000092761728,0.000016344484,0.000011525500,0.000019493914,0.000010804830,0.000019608601
syn-v2-700-scratch-0092,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0092.jpg,scratch,severe,scratch,YES,0.999871234099,0.999871234099,0.000076086346,0.000011885897,0.000014407767,0.000005182766,0.000009496772,0.000011726299
syn-v2-700-scratch-0027,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0027.jpg,scratch,severe,scratch,YES,0.999979138374,0.999979138374,0.000008754071,0.000001526528,0.000002490133,0.000001501918,0.000001939456,0.000004671298
syn-v2-700-scratch-0074,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0074.jpg,scratch,severe,scratch,YES,0.999334176381,0.999334176381,0.000274248028,0.000065133124,0.000117357305,0.000100673096,0.000049444388,0.000058928703
syn-v2-700-scratch-0072,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0072.jpg,scratch,severe,scratch,YES,0.999773283799,0.999773283799,0.000124540903,0.000010451862,0.000016440213,0.000007696539,0.000005725576,0.000061838341
syn-v2-700-scratch-0068,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0068.jpg,scratch,severe,scratch,YES,0.999644478162,0.999644478162,0.000112477045,0.000008597372,0.000024105152,0.000028287285,0.000030419410,0.000151611093
syn-v2-700-scratch-0075,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0075.jpg,scratch,severe,scratch,YES,0.999939322472,0.999939322472,0.000017121101,0.000002034993,0.000008251037,0.000007466865,0.000004530311,0.000021256194
syn-v2-700-scratch-0014,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0014.jpg,scratch,severe,scratch,YES,0.999865710735,0.999865710735,0.000046475874,0.000004594804,0.000016839304,0.000021535740,0.000010234745,0.000034596678
syn-v2-700-scratch-0084,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0084.jpg,scratch,severe,scratch,YES,0.999981045723,0.999981045723,0.000003752254,0.000001706222,0.000002273103,0.000000448940,0.000003180934,0.000007598037
syn-v2-700-scratch-0058,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0058.jpg,scratch,severe,scratch,YES,0.999732295672,0.999732295672,0.000167921877,0.000004608815,0.000019285228,0.000003616036,0.000003041464,0.000069237246
syn-v2-700-scratch-0010,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0010.jpg,scratch,severe,scratch,YES,0.999879439672,0.999879439672,0.000016355196,0.000005175885,0.000016555859,0.000003185422,0.000005852289,0.000073402261
syn-v2-700-surface_spot-0061,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0061.jpg,surface_spot,mild,surface_spot,YES,0.997080008189,0.000114065992,0.997080008189,0.000050652584,0.002199204067,0.000121286096,0.000355095695,0.000079677180
syn-v2-700-surface_spot-0051,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0051.jpg,surface_spot,mild,surface_spot,YES,0.940213600794,0.001040276188,0.940213600794,0.001658125781,0.047613797651,0.002445643671,0.004136242555,0.002892272062
syn-v2-700-surface_spot-0096,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0096.jpg,surface_spot,mild,surface_spot,YES,0.999901751677,0.000016988546,0.999901751677,0.000001229999,0.000030338082,0.000020442061,0.000023952629,0.000005355404
syn-v2-700-surface_spot-0042,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0042.jpg,surface_spot,mild,surface_spot,YES,0.999095777671,0.000028730406,0.999095777671,0.000010134790,0.000427952731,0.000331715244,0.000084593195,0.000021187734
syn-v2-700-surface_spot-0002,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0002.jpg,surface_spot,mild,surface_spot,YES,0.944983283679,0.002191813503,0.944983283679,0.000272876166,0.050064999771,0.001053070933,0.000777899224,0.000656012309
syn-v2-700-surface_spot-0013,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0013.jpg,surface_spot,mild,surface_spot,YES,0.998352587223,0.000037882638,0.998352587223,0.000013067337,0.000998583077,0.000414535452,0.000148822711,0.000034555945
syn-v2-700-surface_spot-0012,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0012.jpg,surface_spot,mild,surface_spot,YES,0.999257345994,0.000050602137,0.999257345994,0.000006821745,0.000535454896,0.000060607510,0.000065594091,0.000023611471
syn-v2-700-surface_spot-0031,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0031.jpg,surface_spot,mild,surface_spot,YES,0.938223143419,0.001319685640,0.938223143419,0.000442447656,0.055452572492,0.001045877977,0.002431526508,0.001084772336
syn-v2-700-surface_spot-0041,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0041.jpg,surface_spot,mild,surface_spot,YES,0.891415119171,0.000806203294,0.891415119171,0.000652362072,0.099146325878,0.001605897791,0.005663317813,0.000710781356
syn-v2-700-surface_spot-0023,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0023.jpg,surface_spot,mild,surface_spot,YES,0.999158680439,0.000063360207,0.999158680439,0.000025593561,0.000395793014,0.000061065669,0.000266562660,0.000028864611
syn-v2-700-surface_spot-0010,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0010.jpg,surface_spot,mild,surface_spot,YES,0.998955925306,0.000049056896,0.998955925306,0.000004812238,0.000432774896,0.000363130725,0.000166897991,0.000027429964
syn-v2-700-surface_spot-0036,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0036.jpg,surface_spot,mild,surface_spot,YES,0.997398793697,0.000237691114,0.997398793697,0.000049578247,0.001264481155,0.000780360628,0.000176228462,0.000092875848
syn-v2-700-surface_spot-0056,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0056.jpg,surface_spot,mild,surface_spot,YES,0.998580654462,0.000097243491,0.998580654462,0.000014514306,0.000594479199,0.000322601906,0.000312519985,0.000077944479
syn-v2-700-surface_spot-0075,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0075.jpg,surface_spot,mild,surface_spot,YES,0.999204715093,0.000042183890,0.999204715093,0.000003819503,0.000613235448,0.000042788932,0.000075445925,0.000017859214
syn-v2-700-surface_spot-0040,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0040.jpg,surface_spot,mild,surface_spot,YES,0.999245166779,0.000105867556,0.999245166779,0.000008499585,0.000434806878,0.000074013279,0.000096753029,0.000034906733
syn-v2-700-surface_spot-0035,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0035.jpg,surface_spot,mild,surface_spot,YES,0.754477083683,0.003222201543,0.754477083683,0.002119460609,0.217362818037,0.008401156946,0.012411913058,0.002005364629
syn-v2-700-surface_spot-0093,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0093.jpg,surface_spot,mild,surface_spot,YES,0.995608846347,0.000376268808,0.995608846347,0.000036701978,0.002497633322,0.000785557146,0.000517185175,0.000177765424
syn-v2-700-surface_spot-0017,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0017.jpg,surface_spot,mild,surface_spot,YES,0.762220919132,0.001556454537,0.762220919132,0.003672933478,0.224895731856,0.001533021733,0.003060374040,0.003060522237
syn-v2-700-surface_spot-0087,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0087.jpg,surface_spot,mild,surface_spot,YES,0.993155638377,0.000628441658,0.993155638377,0.000054533497,0.003402939904,0.000527661073,0.002040881225,0.000189852492
syn-v2-700-surface_spot-0073,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0073.jpg,surface_spot,mild,surface_spot,YES,0.996928890546,0.000289309024,0.996928890546,0.000041225960,0.001980506913,0.000204837093,0.000470452623,0.000084797888
syn-v2-700-surface_spot-0074,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0074.jpg,surface_spot,mild,surface_spot,YES,0.993389546871,0.000183314058,0.993389546871,0.000287072213,0.004378831949,0.000128700603,0.001527511592,0.000105036971
syn-v2-700-surface_spot-0016,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0016.jpg,surface_spot,mild,surface_spot,YES,0.753433694442,0.001852708519,0.753433694442,0.001313077664,0.227066455098,0.005514396743,0.009900965883,0.000918711089
syn-v2-700-surface_spot-0085,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0085.jpg,surface_spot,mild,surface_spot,YES,0.999390780926,0.000086737172,0.999390780926,0.000006537054,0.000312346891,0.000072137046,0.000103087232,0.000028398626
syn-v2-700-surface_spot-0086,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0086.jpg,surface_spot,mild,surface_spot,YES,0.857420643171,0.004057120158,0.857420643171,0.001376844341,0.103014237597,0.026447704042,0.006178017900,0.001505446101
syn-v2-700-surface_spot-0007,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0007.jpg,surface_spot,mild,surface_spot,YES,0.999539275964,0.000073381770,0.999539275964,0.000004913968,0.000141787814,0.000133807217,0.000072968894,0.000033890595
syn-v2-700-surface_spot-0026,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0026.jpg,surface_spot,mild,surface_spot,YES,0.989261507988,0.000311801269,0.989261507988,0.000124291307,0.009024148453,0.000387400505,0.000764329770,0.000126529191
syn-v2-700-surface_spot-0000,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0000.jpg,surface_spot,mild,surface_spot,YES,0.997965594133,0.000158619279,0.997965594133,0.000011669271,0.001065941232,0.000199354936,0.000536516534,0.000062299696
syn-v2-700-surface_spot-0003,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0003.jpg,surface_spot,mild,surface_spot,YES,0.996190528075,0.000463207597,0.996190528075,0.000073298054,0.001922441083,0.000614127947,0.000582928415,0.000153463356
syn-v2-700-surface_spot-0022,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0022.jpg,surface_spot,mild,surface_spot,YES,0.999292512735,0.000101237902,0.999292512735,0.000006646952,0.000147776825,0.000209532809,0.000214579384,0.000027701920
syn-v2-700-surface_spot-0091,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0091.jpg,surface_spot,moderate,surface_spot,YES,0.997273921967,0.000229316011,0.997273921967,0.000073685458,0.002092963627,0.000088295254,0.000169221440,0.000072579909
syn-v2-700-surface_spot-0079,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0079.jpg,surface_spot,moderate,surface_spot,YES,0.998167951902,0.000192526820,0.998167951902,0.000049858041,0.000454003493,0.000240975576,0.000772689663,0.000122011952
syn-v2-700-surface_spot-0032,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0032.jpg,surface_spot,moderate,surface_spot,YES,0.999742488066,0.000074897188,0.999742488066,0.000010116470,0.000054528155,0.000035595756,0.000054581341,0.000027769899
syn-v2-700-surface_spot-0080,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0080.jpg,surface_spot,moderate,surface_spot,YES,0.999635815620,0.000039916676,0.999635815620,0.000004548891,0.000225826276,0.000018494935,0.000058550245,0.000016860623
syn-v2-700-surface_spot-0098,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0098.jpg,surface_spot,moderate,surface_spot,YES,0.999714334806,0.000014298889,0.999714334806,0.000004219456,0.000196055184,0.000040209864,0.000022351427,0.000008489988
syn-v2-700-surface_spot-0081,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0081.jpg,surface_spot,moderate,surface_spot,YES,0.999741554260,0.000052276122,0.999741554260,0.000008659799,0.000090950333,0.000063317389,0.000030939876,0.000012278447
syn-v2-700-surface_spot-0067,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0067.jpg,surface_spot,moderate,surface_spot,YES,0.999782502651,0.000023297274,0.999782502651,0.000006830541,0.000098116348,0.000048161111,0.000029339943,0.000011768834
syn-v2-700-surface_spot-0066,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0066.jpg,surface_spot,moderate,surface_spot,YES,0.983092923959,0.000513567810,0.983092923959,0.000389007584,0.013365481573,0.000200636647,0.001701544451,0.000736794323
syn-v2-700-surface_spot-0014,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0014.jpg,surface_spot,moderate,surface_spot,YES,0.999866088231,0.000019765858,0.999866088231,0.000001495479,0.000062539819,0.000016837864,0.000027654467,0.000005568900
syn-v2-700-surface_spot-0009,synthetic/v2_700/images/surface_spot/syn-v2-700-surface_spot-0009.jpg,surface_spot,moderate,surface_spot,YES,0.998992562294,0.000066003029,0.998992562294,0.000033982828,0.000715394527,0.000096597311,0.000058528001,0.000036885160
