member_id,training_seed,sample_id,true_class,severity,predicted_class,confidence,probability_scratch,probability_surface_spot,probability_discoloration,probability_contamination,probability_lead_breakage,probability_body_chip,probability_body_crack
seed_2700701,2700701,syn-v2-700-surface_spot-0040,surface_spot,mild,surface_spot,0.998174190521,0.000258557033,0.998174190521,0.000019436860,0.001031696331,0.000186846097,0.000246669049,0.000082583138
seed_2700701,2700701,syn-v2-700-surface_spot-0035,surface_spot,mild,surface_spot,0.644615530968,0.004061082378,0.644615530968,0.002971400972,0.325346529484,0.003705989337,0.016593195498,0.002706242260
seed_2700701,2700701,syn-v2-700-surface_spot-0093,surface_spot,mild,surface_spot,0.989336133003,0.000889455259,0.989336133003,0.000083528350,0.006458404008,0.001511518843,0.001317712129,0.000403212791
seed_2700701,2700701,syn-v2-700-surface_spot-0017,surface_spot,mild,contamination,0.625559329987,0.002003134927,0.351245641708,0.006357543636,0.625559329987,0.002316026948,0.006628760137,0.005889576860
seed_2700701,2700701,syn-v2-700-surface_spot-0087,surface_spot,mild,surface_spot,0.982394397259,0.001331808511,0.982394397259,0.000143293481,0.009301104583,0.000813053339,0.005569179077,0.000447032246
seed_2700701,2700701,syn-v2-700-surface_spot-0073,surface_spot,mild,surface_spot,0.991262674332,0.000784258649,0.991262674332,0.000111597845,0.005707181990,0.000565460825,0.001337974798,0.000230884849
seed_2700701,2700701,syn-v2-700-surface_spot-0074,surface_spot,mild,surface_spot,0.980984210968,0.000426848332,0.980984210968,0.000793481362,0.012868743390,0.000201249160,0.004462768789,0.000262744870
seed_2700701,2700701,syn-v2-700-surface_spot-0016,surface_spot,mild,contamination,0.573693156242,0.003250854556,0.400162786245,0.001482448191,0.573693156242,0.005436247680,0.014120887965,0.001853602123
seed_2700701,2700701,syn-v2-700-surface_spot-0085,surface_spot,mild,surface_spot,0.998573899269,0.000144726029,0.998573899269,0.000013936222,0.000848171941,0.000118136464,0.000242772745,0.000058411842
seed_2700701,2700701,syn-v2-700-surface_spot-0086,surface_spot,mild,surface_spot,0.659078240395,0.009981277399,0.659078240395,0.003206992522,0.259489893913,0.047533746809,0.016990615055,0.003719160333
seed_2700701,2700701,syn-v2-700-surface_spot-0007,surface_spot,mild,surface_spot,0.999299645424,0.000067357003,0.999299645424,0.000006761898,0.000351073308,0.000121634403,0.000107606116,0.000045984238
seed_2700701,2700701,syn-v2-700-surface_spot-0026,surface_spot,mild,surface_spot,0.969230771065,0.000726107159,0.969230771065,0.000319365616,0.026333635673,0.000901852152,0.002157637849,0.000330643816
seed_2700701,2700701,syn-v2-700-surface_spot-0000,surface_spot,mild,surface_spot,0.994879841805,0.000273083482,0.994879841805,0.000018644454,0.002857008018,0.000434574846,0.001423175680,0.000113628041
seed_2700701,2700701,syn-v2-700-surface_spot-0003,surface_spot,mild,surface_spot,0.991589844227,0.000695936789,0.991589844227,0.000109051784,0.005162336398,0.000852139376,0.001281607314,0.000309129333
seed_2700701,2700701,syn-v2-700-surface_spot-0022,surface_spot,mild,surface_spot,0.998578310013,0.000123617603,0.998578310013,0.000007593707,0.000346096203,0.000396551419,0.000511984574,0.000035868030
seed_2700701,2700701,syn-v2-700-surface_spot-0091,surface_spot,moderate,surface_spot,0.992343127728,0.000550437253,0.992343127728,0.000179885741,0.006095661782,0.000202524097,0.000452523906,0.000175790439
seed_2700701,2700701,syn-v2-700-surface_spot-0079,surface_spot,moderate,surface_spot,0.996925175190,0.000243775328,0.996925175190,0.000049316226,0.000967325177,0.000187392347,0.001490805531,0.000136191651
seed_2700701,2700701,syn-v2-700-surface_spot-0032,surface_spot,moderate,surface_spot,0.999620199203,0.000056124645,0.999620199203,0.000009037565,0.000098110031,0.000062508829,0.000122663987,0.000031389238
seed_2700701,2700701,syn-v2-700-surface_spot-0080,surface_spot,moderate,surface_spot,0.999088525772,0.000077806566,0.999088525772,0.000010183133,0.000620957231,0.000033239405,0.000134879563,0.000034456090
seed_2700701,2700701,syn-v2-700-surface_spot-0098,surface_spot,moderate,surface_spot,0.999463975430,0.000013268699,0.999463975430,0.000003507717,0.000433534966,0.000049817758,0.000027534761,0.000008320676
seed_2700701,2700701,syn-v2-700-surface_spot-0081,surface_spot,moderate,surface_spot,0.999639153481,0.000041268431,0.999639153481,0.000006103138,0.000228650591,0.000035164634,0.000040529168,0.000009122477
seed_2700701,2700701,syn-v2-700-surface_spot-0067,surface_spot,moderate,surface_spot,0.999622106552,0.000023348712,0.999622106552,0.000004212111,0.000208233643,0.000075739554,0.000052303647,0.000014034667
seed_2700701,2700701,syn-v2-700-surface_spot-0066,surface_spot,moderate,surface_spot,0.955677807331,0.001048268634,0.955677807331,0.000893746153,0.035617101938,0.000395329000,0.004508798942,0.001858844073
seed_2700701,2700701,syn-v2-700-surface_spot-0014,surface_spot,moderate,surface_spot,0.999658823013,0.000034757824,0.999658823013,0.000003285742,0.000179077819,0.000040229021,0.000071594957,0.000012163096
seed_2700701,2700701,syn-v2-700-surface_spot-0009,surface_spot,moderate,surface_spot,0.997607469559,0.000101230027,0.997607469559,0.000054248078,0.001899079769,0.000134480826,0.000121245714,0.000082097111
seed_2700701,2700701,syn-v2-700-surface_spot-0008,surface_spot,moderate,surface_spot,0.999643087387,0.000044774602,0.999643087387,0.000004090710,0.000226545861,0.000021177815,0.000038550112,0.000021867812
seed_2700701,2700701,syn-v2-700-surface_spot-0054,surface_spot,moderate,surface_spot,0.999103844166,0.000044508444,0.999103844166,0.000011255127,0.000214385465,0.000102424150,0.000458570517,0.000064994631
seed_2700701,2700701,syn-v2-700-surface_spot-0084,surface_spot,moderate,surface_spot,0.983442127705,0.001415073755,0.983442127705,0.001077627297,0.009399219416,0.001062027295,0.002579681808,0.001024196623
seed_2700701,2700701,syn-v2-700-surface_spot-0028,surface_spot,moderate,surface_spot,0.958806097507,0.000532217324,0.958806097507,0.000468803220,0.037742868066,0.000969840330,0.000636414799,0.000843774644
seed_2700701,2700701,syn-v2-700-surface_spot-0052,surface_spot,moderate,surface_spot,0.998323023319,0.000063071187,0.998323023319,0.000011809738,0.001004023477,0.000031374853,0.000469200837,0.000097344062
seed_2700701,2700701,syn-v2-700-surface_spot-0099,surface_spot,moderate,surface_spot,0.993995785713,0.000237075350,0.993995785713,0.000033428118,0.004869666882,0.000366595195,0.000356576493,0.000140945311
seed_2700701,2700701,syn-v2-700-surface_spot-0050,surface_spot,moderate,surface_spot,0.960923254490,0.000773681328,0.960923254490,0.000746877224,0.027017900720,0.000800707785,0.007789782248,0.001947818906
seed_2700701,2700701,syn-v2-700-surface_spot-0029,surface_spot,moderate,surface_spot,0.999843358994,0.000009666994,0.999843358994,0.000000740986,0.000034707562,0.000055260578,0.000050031344,0.000006189024
seed_2700701,2700701,syn-v2-700-surface_spot-0065,surface_spot,moderate,surface_spot,0.999928116798,0.000016694035,0.999928116798,0.000001087315,0.000030758343,0.000007064035,0.000011044801,0.000005170594
seed_2700701,2700701,syn-v2-700-surface_spot-0015,surface_spot,moderate,surface_spot,0.999469935894,0.000137434050,0.999469935894,0.000011219314,0.000085037886,0.000146119026,0.000098256976,0.000051927029
seed_2700701,2700701,syn-v2-700-surface_spot-0006,surface_spot,moderate,surface_spot,0.999576151371,0.000031633666,0.999576151371,0.000003025787,0.000137334006,0.000054143267,0.000166807513,0.000030836727
seed_2700701,2700701,syn-v2-700-surface_spot-0069,surface_spot,moderate,surface_spot,0.999693632126,0.000026841954,0.999693632126,0.000003538125,0.000224164192,0.000023971899,0.000012469782,0.000015398726
seed_2700701,2700701,syn-v2-700-surface_spot-0078,surface_spot,moderate,surface_spot,0.999787986279,0.000055027234,0.999787986279,0.000002030370,0.000088349188,0.000036213645,0.000021108834,0.000009346465
seed_2700701,2700701,syn-v2-700-surface_spot-0068,surface_spot,moderate,surface_spot,0.998992264271,0.000307690992,0.998992264271,0.000011358729,0.000469644583,0.000033122513,0.000152143723,0.000033639430
seed_2700701,2700701,syn-v2-700-surface_spot-0057,surface_spot,moderate,surface_spot,0.991992592812,0.001125737210,0.991992592812,0.000118315882,0.006165768951,0.000072469906,0.000177040230,0.000348015456
seed_2700701,2700701,syn-v2-700-surface_spot-0058,surface_spot,moderate,surface_spot,0.998972058296,0.000054595257,0.998972058296,0.000010291716,0.000620864914,0.000137986237,0.000155578440,0.000048677462
seed_2700701,2700701,syn-v2-700-surface_spot-0030,surface_spot,moderate,surface_spot,0.999777376652,0.000032149084,0.999777376652,0.000003047150,0.000070580259,0.000046622499,0.000057699395,0.000012623895
seed_2700701,2700701,syn-v2-700-surface_spot-0019,surface_spot,moderate,surface_spot,0.995214939117,0.000169302075,0.995214939117,0.000057961744,0.001930663013,0.000587321236,0.001884276397,0.000155701768
seed_2700701,2700701,syn-v2-700-surface_spot-0063,surface_spot,moderate,surface_spot,0.919994950294,0.001231495989,0.919994950294,0.001528023044,0.054415356368,0.015869108960,0.006193695124,0.000767250836
seed_2700701,2700701,syn-v2-700-surface_spot-0072,surface_spot,severe,surface_spot,0.991553962231,0.000986858737,0.991553962231,0.000300506712,0.005981537513,0.000108107015,0.000733866822,0.000335135206
seed_2700701,2700701,syn-v2-700-surface_spot-0020,surface_spot,severe,surface_spot,0.999492764473,0.000092802584,0.999492764473,0.000028732045,0.000259187393,0.000025947413,0.000053839765,0.000046686731
seed_2700701,2700701,syn-v2-700-surface_spot-0038,surface_spot,severe,surface_spot,0.989956021309,0.002511073370,0.989956021309,0.000850601878,0.002766098361,0.001006149221,0.002461200813,0.000448850595
seed_2700701,2700701,syn-v2-700-surface_spot-0044,surface_spot,severe,surface_spot,0.999804556370,0.000030092637,0.999804556370,0.000004479646,0.000120147815,0.000012988146,0.000015545220,0.000012274411
seed_2700701,2700701,syn-v2-700-surface_spot-0062,surface_spot,severe,surface_spot,0.999614715576,0.000027431604,0.999614715576,0.000017246977,0.000217759909,0.000030976393,0.000063708110,0.000028128738
seed_2700701,2700701,syn-v2-700-surface_spot-0094,surface_spot,severe,surface_spot,0.998602330685,0.000171791326,0.998602330685,0.000035675122,0.000771689112,0.000156382870,0.000161161835,0.000101055462
seed_2700701,2700701,syn-v2-700-surface_spot-0055,surface_spot,severe,surface_spot,0.999560892582,0.000063739382,0.999560892582,0.000005969740,0.000319026265,0.000006575550,0.000025205292,0.000018547484
seed_2700701,2700701,syn-v2-700-surface_spot-0089,surface_spot,severe,surface_spot,0.999879360199,0.000030049519,0.999879360199,0.000002708320,0.000042280699,0.000010020906,0.000025096182,0.000010332527
seed_2700701,2700701,syn-v2-700-surface_spot-0043,surface_spot,severe,surface_spot,0.998877227306,0.000551760430,0.998877227306,0.000016987298,0.000367212400,0.000044252509,0.000078396486,0.000064126216
seed_2700701,2700701,syn-v2-700-surface_spot-0005,surface_spot,severe,surface_spot,0.999626278877,0.000058793241,0.999626278877,0.000009499795,0.000171488922,0.000065571090,0.000044396107,0.000023884164
seed_2700701,2700701,syn-v2-700-surface_spot-0045,surface_spot,severe,surface_spot,0.999109685421,0.000031452561,0.999109685421,0.000077893143,0.000692423142,0.000020864110,0.000026545822,0.000041021642
seed_2700701,2700701,syn-v2-700-surface_spot-0083,surface_spot,severe,surface_spot,0.999779522419,0.000033149878,0.999779522419,0.000006346018,0.000131591471,0.000008625827,0.000021708918,0.000019144793
seed_2700701,2700701,syn-v2-700-surface_spot-0059,surface_spot,severe,surface_spot,0.851682901382,0.006987689529,0.851682901382,0.041191142052,0.096150994301,0.000090292204,0.000860329135,0.003036649665
