sample_id,image_path,mask_path,domain,split,base_image_id,base_group_id,source_specimen_group,view,primary_class,visible_multilabel,severity,global_seed,sample_seed,generator_version,qc_gate_version,config_sha256,base_sha256,image_sha256,mask_sha256,width,height,defect_pixels,mask_area_ratio_image,roi_inside_ratio,pre_transform_mean_abs_delta,bbox_x,bbox_y,bbox_w,bbox_h,qc_512_area,qc_512_mean_abs_delta,qc_512_delta_e76_p50,qc_512_changed_fraction,qc_224_area,qc_224_mean_abs_delta,qc_224_delta_e76_p50,qc_224_changed_fraction,training_use,evaluation_eligible,qc_status,human_verified,qc_metrics_json,parameters_json
syn-v2-700-scratch-0075,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0075.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0075.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,severe,18103170,1310676875,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,136e0432cb983573ad9db5151c592711d7aaef16ea38a474ce70e1e916c5c5ee,d517fc271b5a6a58202225eebca5c988b06f6f8752176f1e996b4af78b5a8152,512,512,1891,0.0072135925,1.0000000000,110.0173263550,161,121,119,126,1891,109.619072,51.019547,0.980962,358,101.056801,44.720978,1.000000,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":358,""bbox_h"":55,""bbox_w"":53,""changed_fraction"":1.0,""delta_e76_p50"":44.720978,""diag"":76.380626,""major"":55,""mean_abs_delta"":101.056801,""minor"":53},""512"":{""area"":1891,""bbox_h"":126,""bbox_w"":119,""changed_fraction"":0.980962,""delta_e76_p50"":51.019547,""diag"":173.311858,""major"":126,""mean_abs_delta"":109.619072,""minor"":119}}","{""attempt"":0,""effective_seed"":1310676875,""geometry"":{""rotation_deg"":2.9797874058519653,""scale"":0.9597145598770634,""translate_x"":-0.931326449963052,""translate_y"":-2.2931273114231736},""instance_pre_transform"":{""color_rgb"":[22,40,41],""count"":3,""length_px"":[118.849,144.139,122.442],""opacity"":0.9094,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[6.486,5.113,5.753]},""photometric"":{""blur_radius"":0.0022115093882114412,""brightness"":1.0469154329931873,""channel_gain_b"":0.9988509334873319,""channel_gain_g"":1.0149876428060687,""channel_gain_r"":1.0138474258565044,""contrast"":0.9503421955025056,""noise_seed"":3908056313,""noise_sigma"":0.6996126681458312,""saturation"":0.9753315174934591},""recipe"":[""scratch""],""severity"":""severe""}"
syn-v2-700-scratch-0076,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0076.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0076.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,severe,18103170,1870587695,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,6b78d32e8a1ba5f23723bb5a8e2ce84d146f299695b631b79b091954feca1123,08d0f6cc7266b6b5b50f11bd0e41b76158123560f5d8c482fc4142b1cae6b048,512,512,2351,0.0089683533,1.0000000000,97.8900527954,150,120,144,124,2351,100.602722,48.503544,0.978307,456,92.959061,42.386471,0.993421,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":456,""bbox_h"":54,""bbox_w"":63,""changed_fraction"":0.993421,""delta_e76_p50"":42.386471,""diag"":82.9759,""major"":63,""mean_abs_delta"":92.959061,""minor"":54},""512"":{""area"":2351,""bbox_h"":124,""bbox_w"":144,""changed_fraction"":0.978307,""delta_e76_p50"":48.503544,""diag"":190.031576,""major"":144,""mean_abs_delta"":100.602722,""minor"":124}}","{""attempt"":0,""effective_seed"":1870587695,""geometry"":{""rotation_deg"":6.638691345948283,""scale"":1.0382815637320015,""translate_x"":-7.895379222485393,""translate_y"":-4.171188876345095},""instance_pre_transform"":{""color_rgb"":[23,40,41],""count"":3,""length_px"":[132.442,133.645,156.847],""opacity"":0.8484,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[5.368,5.676,5.948]},""photometric"":{""blur_radius"":0.325706973361728,""brightness"":0.975963819864829,""channel_gain_b"":0.9971609699999305,""channel_gain_g"":1.0181546679269953,""channel_gain_r"":0.989882481646654,""contrast"":1.0590621811819916,""noise_seed"":1608419475,""noise_sigma"":0.4522852437946381,""saturation"":0.97083707282807},""recipe"":[""scratch""],""severity"":""severe""}"
syn-v2-700-scratch-0077,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0077.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0077.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,mild,18103170,881009052,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,03cef7595c042faa9f63d5056353ce4f5b7c3debaa0a835c16e2272010f631ff,3749ac2e66b6392c3cb259102d8a10d09c4a639de24b6809a3d97070a2bbc403,512,512,373,0.0014228821,1.0000000000,79.4634628296,143,130,38,78,373,82.249329,36.670143,0.943700,70,73.528580,30.157402,1.000000,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":70,""bbox_h"":34,""bbox_w"":16,""changed_fraction"":1.0,""delta_e76_p50"":30.157402,""diag"":37.576588,""major"":34,""mean_abs_delta"":73.52858,""minor"":16},""512"":{""area"":373,""bbox_h"":78,""bbox_w"":38,""changed_fraction"":0.9437,""delta_e76_p50"":36.670143,""diag"":86.764048,""major"":78,""mean_abs_delta"":82.249329,""minor"":38}}","{""attempt"":0,""effective_seed"":881009052,""geometry"":{""rotation_deg"":7.7369808526450115,""scale"":1.0570805109079062,""translate_x"":10.439201381009951,""translate_y"":0.2618144978161414},""instance_pre_transform"":{""color_rgb"":[31,37,31],""count"":1,""length_px"":[77.698],""opacity"":0.8266,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[3.379]},""photometric"":{""blur_radius"":0.24032605502026802,""brightness"":1.0191938850479358,""channel_gain_b"":0.9931536299661758,""channel_gain_g"":1.0031485800875524,""channel_gain_r"":1.0110984414785997,""contrast"":1.0279164628292095,""noise_seed"":3938379357,""noise_sigma"":1.9870120550842323,""saturation"":0.9864238273845439},""recipe"":[""scratch""],""severity"":""mild""}"
syn-v2-700-scratch-0078,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0078.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0078.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,mild,18103170,458831959,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,9eabeeee374d8845021409e93a50893fff4b48a1c9bc647c006edd068e2787ba,df432644c51b08dec60cc4658cedfbc91dd32447a7ad1bcd3303fcb333eaf921,512,512,186,0.0007095337,1.0000000000,82.8387069702,193,133,39,51,186,80.706100,37.392277,0.951613,39,65.111107,31.536917,1.000000,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":39,""bbox_h"":23,""bbox_w"":17,""changed_fraction"":1.0,""delta_e76_p50"":31.536917,""diag"":28.600699,""major"":23,""mean_abs_delta"":65.111107,""minor"":17},""512"":{""area"":186,""bbox_h"":51,""bbox_w"":39,""changed_fraction"":0.951613,""delta_e76_p50"":37.392277,""diag"":64.202804,""major"":51,""mean_abs_delta"":80.7061,""minor"":39}}","{""attempt"":0,""effective_seed"":458831959,""geometry"":{""rotation_deg"":-0.945779907264507,""scale"":0.9654072403438212,""translate_x"":-1.1537699736374805,""translate_y"":-3.0697784139361186},""instance_pre_transform"":{""color_rgb"":[33,32,33],""count"":1,""length_px"":[61.4],""opacity"":0.7417,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[3.676]},""photometric"":{""blur_radius"":0.2631291450875745,""brightness"":0.9854315793413855,""channel_gain_b"":0.9709279474908643,""channel_gain_g"":1.0173190407370083,""channel_gain_r"":0.9715377069769977,""contrast"":1.0659609703042316,""noise_seed"":1211480162,""noise_sigma"":1.9042033111405903,""saturation"":1.0255379441288244},""recipe"":[""scratch""],""severity"":""mild""}"
syn-v2-700-scratch-0079,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0079.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0079.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,mild,18103170,1312588518,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,50ffdf12dc0933978bac6feb9cb5c027deb092af3aebffe3c79d9a93274028d2,97ee41af8af62bf8bdb083c7982bc626f76a4ea2d02ff2271484562614e51154,512,512,414,0.0015792847,1.0000000000,71.0274734497,185,186,65,65,414,73.866348,33.547012,0.944444,80,65.245834,31.565704,1.000000,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":80,""bbox_h"":29,""bbox_w"":28,""changed_fraction"":1.0,""delta_e76_p50"":31.565704,""diag"":40.311289,""major"":29,""mean_abs_delta"":65.245834,""minor"":28},""512"":{""area"":414,""bbox_h"":65,""bbox_w"":65,""changed_fraction"":0.944444,""delta_e76_p50"":33.547012,""diag"":91.923882,""major"":65,""mean_abs_delta"":73.866348,""minor"":65}}","{""attempt"":0,""effective_seed"":1312588518,""geometry"":{""rotation_deg"":-2.844698420535604,""scale"":0.9534815659846505,""translate_x"":9.373747232698591,""translate_y"":-8.553472637169477},""instance_pre_transform"":{""color_rgb"":[32,38,32],""count"":1,""length_px"":[91.351],""opacity"":0.7984,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[3.236]},""photometric"":{""blur_radius"":0.4800755085900721,""brightness"":1.0055395971016095,""channel_gain_b"":1.0268482467471243,""channel_gain_g"":0.9901811478394789,""channel_gain_r"":1.012628341389509,""contrast"":1.0657957777663405,""noise_seed"":1632516221,""noise_sigma"":1.7516152690616638,""saturation"":0.9977776037205113},""recipe"":[""scratch""],""severity"":""mild""}"
syn-v2-700-scratch-0080,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0080.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0080.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,moderate,18103170,1780358279,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,7d416d7a625f780c6436370d590ee16862db74ad76e3c557efe57071fa6ba69f,dd97382e49a3821d009cb2fc1407eb87af905e15b41867a24272508022ef401e,512,512,1302,0.0049667358,1.0000000000,82.6639175415,160,150,108,68,1302,72.371223,36.368149,0.956989,255,66.943794,28.632301,0.992157,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":255,""bbox_h"":29,""bbox_w"":47,""changed_fraction"":0.992157,""delta_e76_p50"":28.632301,""diag"":55.226805,""major"":47,""mean_abs_delta"":66.943794,""minor"":29},""512"":{""area"":1302,""bbox_h"":68,""bbox_w"":108,""changed_fraction"":0.956989,""delta_e76_p50"":36.368149,""diag"":127.624449,""major"":108,""mean_abs_delta"":72.371223,""minor"":68}}","{""attempt"":0,""effective_seed"":1780358279,""geometry"":{""rotation_deg"":-0.86085275704054,""scale"":1.0798904904642728,""translate_x"":9.242856427114006,""translate_y"":10.713285342657777},""instance_pre_transform"":{""color_rgb"":[40,29,27],""count"":2,""length_px"":[98.732,86.279],""opacity"":0.7874,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[4.627,4.612]},""photometric"":{""blur_radius"":0.0073531979032334105,""brightness"":0.9452125602493954,""channel_gain_b"":1.0169031612427355,""channel_gain_g"":0.9800812170639733,""channel_gain_r"":0.9736675927015985,""contrast"":0.9486244194468063,""noise_seed"":2730994929,""noise_sigma"":1.9039280511362964,""saturation"":0.9579086369435306},""recipe"":[""scratch""],""severity"":""moderate""}"
syn-v2-700-scratch-0081,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0081.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0081.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,moderate,18103170,1484282070,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,8345059db2a1e1aa4e0f863217314c1ab22c84942fb98d6612fcedae608d4572,c1d63af2f7085999caa605c5a0dd0e60e52e331379d508a5181706abfde75321,512,512,237,0.0009040833,1.0000000000,76.4782028198,158,139,107,8,237,70.271446,30.576454,0.957806,39,67.410255,24.968176,1.000000,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":39,""bbox_h"":3,""bbox_w"":47,""changed_fraction"":1.0,""delta_e76_p50"":24.968176,""diag"":47.095647,""major"":47,""mean_abs_delta"":67.410255,""minor"":3},""512"":{""area"":237,""bbox_h"":8,""bbox_w"":107,""changed_fraction"":0.957806,""delta_e76_p50"":30.576454,""diag"":107.298649,""major"":107,""mean_abs_delta"":70.271446,""minor"":8}}","{""attempt"":0,""effective_seed"":1484282070,""geometry"":{""rotation_deg"":-4.039421387518985,""scale"":1.002266402354187,""translate_x"":11.47504175048785,""translate_y"":-0.9128058675374255},""instance_pre_transform"":{""color_rgb"":[31,30,33],""count"":1,""length_px"":[104.235],""opacity"":0.8105,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[4.571]},""photometric"":{""blur_radius"":0.16309525804115202,""brightness"":0.9767943154552997,""channel_gain_b"":0.9773525198641058,""channel_gain_g"":0.9998429509801675,""channel_gain_r"":1.0017783620178866,""contrast"":0.9660867405231237,""noise_seed"":367986314,""noise_sigma"":1.4367172106255643,""saturation"":1.003845399920577},""recipe"":[""scratch""],""severity"":""moderate""}"
syn-v2-700-scratch-0082,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0082.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0082.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,severe,18103170,1303808688,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,02fa1a002b41aa4e40ad54127770f138f0ff8a923113f4bf518f8420fa334642,7ddb9a588dd1d2379a79b46bbea7610049f3ef2af82149468e118365cd0bdb92,512,512,1339,0.0051078796,1.0000000000,106.0155487061,166,98,67,130,1339,112.863335,52.611004,0.981329,260,103.575645,46.294708,1.000000,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":260,""bbox_h"":57,""bbox_w"":29,""changed_fraction"":1.0,""delta_e76_p50"":46.294708,""diag"":63.953108,""major"":57,""mean_abs_delta"":103.575645,""minor"":29},""512"":{""area"":1339,""bbox_h"":130,""bbox_w"":67,""changed_fraction"":0.981329,""delta_e76_p50"":52.611004,""diag"":146.249786,""major"":130,""mean_abs_delta"":112.863335,""minor"":67}}","{""attempt"":0,""effective_seed"":1303808688,""geometry"":{""rotation_deg"":-1.0496688085566195,""scale"":0.9536634560245609,""translate_x"":4.348032604771053,""translate_y"":10.017353651751897},""instance_pre_transform"":{""color_rgb"":[38,35,36],""count"":2,""length_px"":[119.365,123.628],""opacity"":0.8483,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[6.539,5.33]},""photometric"":{""blur_radius"":0.1683133967092719,""brightness"":1.0182850239933152,""channel_gain_b"":1.006410001559354,""channel_gain_g"":1.0201356623605535,""channel_gain_r"":1.0061822986376936,""contrast"":1.0418962235384825,""noise_seed"":1899980241,""noise_sigma"":1.7379315644262572,""saturation"":1.0542448028070095},""recipe"":[""scratch""],""severity"":""severe""}"
syn-v2-700-scratch-0083,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0083.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0083.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,mild,18103170,57856935,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,0982a1ef280ac85a80f6b4c8fc957a3239813477070ce98aafd37bec0c43fce6,28347c378886ca83010a39268f7037374aa4ed4acc4c0f0f2de16432ea1b356c,512,512,311,0.0011863708,1.0000000000,73.0578536987,223,209,73,30,311,75.837082,33.816311,0.964630,61,65.005463,27.660276,0.967213,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":61,""bbox_h"":13,""bbox_w"":32,""changed_fraction"":0.967213,""delta_e76_p50"":27.660276,""diag"":34.539832,""major"":32,""mean_abs_delta"":65.005463,""minor"":13},""512"":{""area"":311,""bbox_h"":30,""bbox_w"":73,""changed_fraction"":0.96463,""delta_e76_p50"":33.816311,""diag"":78.924014,""major"":73,""mean_abs_delta"":75.837082,""minor"":30}}","{""attempt"":0,""effective_seed"":57856935,""geometry"":{""rotation_deg"":7.206106736328007,""scale"":0.926126465411668,""translate_x"":-6.989979788167414,""translate_y"":0.9800101240132655},""instance_pre_transform"":{""color_rgb"":[28,40,29],""count"":1,""length_px"":[81.841],""opacity"":0.7867,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[3.414]},""photometric"":{""blur_radius"":0.062157822057345054,""brightness"":1.0008795586729389,""channel_gain_b"":0.9782070661479609,""channel_gain_g"":1.0220848382764618,""channel_gain_r"":1.0226012096903236,""contrast"":1.0415021282077668,""noise_seed"":1421238149,""noise_sigma"":1.9116817150656171,""saturation"":0.9912529300951369},""recipe"":[""scratch""],""severity"":""mild""}"
syn-v2-700-scratch-0084,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0084.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0084.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,severe,18103170,303152879,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,4d36b07ccceaba5482fc50e97358d316027f3846c5525e6c44db9146f7d49206,6b79f53e23f46257964e82270f65c133fe932b834b0e348868799e07a3d6a007,512,512,1722,0.0065689087,1.0000000000,116.4026412964,165,83,129,141,1722,118.507553,54.985855,0.985482,331,110.806648,48.885090,0.996979,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":331,""bbox_h"":61,""bbox_w"":56,""changed_fraction"":0.996979,""delta_e76_p50"":48.88509,""diag"":82.807005,""major"":61,""mean_abs_delta"":110.806648,""minor"":56},""512"":{""area"":1722,""bbox_h"":141,""bbox_w"":129,""changed_fraction"":0.985482,""delta_e76_p50"":54.985855,""diag"":191.1073,""major"":141,""mean_abs_delta"":118.507553,""minor"":129}}","{""attempt"":0,""effective_seed"":303152879,""geometry"":{""rotation_deg"":-2.157906462215477,""scale"":1.0731191776948548,""translate_x"":1.1547543226855908,""translate_y"":9.760457632409945},""instance_pre_transform"":{""color_rgb"":[30,30,29],""count"":2,""length_px"":[132.74,135.192],""opacity"":0.9279,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[5.109,6.416]},""photometric"":{""blur_radius"":0.31514592872474634,""brightness"":1.0508117945091797,""channel_gain_b"":1.0082987521233375,""channel_gain_g"":1.0236031262959493,""channel_gain_r"":1.0169935814089952,""contrast"":0.9548971797714326,""noise_seed"":1024414128,""noise_sigma"":1.6667691554985595,""saturation"":0.9798189165160889},""recipe"":[""scratch""],""severity"":""severe""}"
syn-v2-700-scratch-0085,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0085.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0085.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,moderate,18103170,584121356,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,fee0c730a5b6c5667942d0b4f26313e1c12758a7ad8cb75f2377a54a06060c08,a5f81fe2d13e40b737ad19d0af085062296221c1f227ed068fa0e3103f184c5e,512,512,542,0.0020675659,1.0000000000,96.1239318848,172,177,94,29,542,90.725716,44.148094,0.976015,106,82.694962,35.717033,1.000000,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":106,""bbox_h"":13,""bbox_w"":41,""changed_fraction"":1.0,""delta_e76_p50"":35.717033,""diag"":43.011626,""major"":41,""mean_abs_delta"":82.694962,""minor"":13},""512"":{""area"":542,""bbox_h"":29,""bbox_w"":94,""changed_fraction"":0.976015,""delta_e76_p50"":44.148094,""diag"":98.371744,""major"":94,""mean_abs_delta"":90.725716,""minor"":29}}","{""attempt"":0,""effective_seed"":584121356,""geometry"":{""rotation_deg"":-4.170339657174646,""scale"":1.0655781470732677,""translate_x"":-4.754913351058591,""translate_y"":-11.332190582249844},""instance_pre_transform"":{""color_rgb"":[39,34,38],""count"":1,""length_px"":[88.459],""opacity"":0.8792,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[4.143]},""photometric"":{""blur_radius"":0.10757654624968727,""brightness"":0.9889002650965854,""channel_gain_b"":1.0288058717794895,""channel_gain_g"":0.9794330499036692,""channel_gain_r"":0.9824685178316725,""contrast"":0.9769400139467476,""noise_seed"":1959943353,""noise_sigma"":0.9170627086255447,""saturation"":0.9451800624390599},""recipe"":[""scratch""],""severity"":""moderate""}"
syn-v2-700-scratch-0086,synthetic/v2_700/images/scratch/syn-v2-700-scratch-0086.jpg,synthetic/v2_700/masks/scratch/syn-v2-700-scratch-0086.png,synthetic_restored,train,IMGGEN-CLEAN-BACK-V1,SYNTH-BASE-KIA7809AF-BACK-001,SPEC-A,back,scratch,scratch,mild,18103170,1240179319,2.0.0,dual-resolution-post-jpeg-v1,fdcbf940176700536c05a5f2e7aa1f3420334372adeb3f7969fb932b7ebfa6ee,cb5fed83f6415c3bb3f6c26fce8fee402b064f28c0ad1c03b1bdc5dfa8d1ad8a,9786979d00cda7bd3dadd2c4cb3f30401364b88d1e87820db89a052531e359ce,10ea6f9b15379f50bb5b82617c825fa9996cb68ea6d1d7bf7a0bdb6c785a1b65,512,512,371,0.0014152527,1.0000000000,92.6621627808,170,141,19,86,371,82.432159,36.498371,0.986523,74,72.211716,30.081917,1.000000,TRAIN_ONLY_SYNTHETIC_NG,NO,AUTO_PASS_POST_JPEG_512_224,NO,"{""224"":{""area"":74,""bbox_h"":37,""bbox_w"":9,""changed_fraction"":1.0,""delta_e76_p50"":30.081917,""diag"":38.078866,""major"":37,""mean_abs_delta"":72.211716,""minor"":9},""512"":{""area"":371,""bbox_h"":86,""bbox_w"":19,""changed_fraction"":0.986523,""delta_e76_p50"":36.498371,""diag"":88.073833,""major"":86,""mean_abs_delta"":82.432159,""minor"":19}}","{""attempt"":0,""effective_seed"":1240179319,""geometry"":{""rotation_deg"":-2.959299236332903,""scale"":0.9954365208684158,""translate_x"":6.348125396069289,""translate_y"":1.705088655272423},""instance_pre_transform"":{""color_rgb"":[26,35,40],""count"":1,""length_px"":[85.376],""opacity"":0.8454,""recipe_subtype"":""high_visibility_curved_scratch"",""surface"":""metal_tab"",""width_px"":[3.137]},""photometric"":{""blur_radius"":0.5535873866420753,""brightness"":0.9615276773306545,""channel_gain_b"":0.9948682460880829,""channel_gain_g"":1.0032751943370926,""channel_gain_r"":1.021831343652895,""contrast"":0.9766021831263965,""noise_seed"":3769015983,""noise_sigma"":1.858630632325035,""saturation"":0.9995521466928537},""recipe"":[""scratch""],""severity"":""mild""}"
